defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_safety_distance,lateral_spread,target_y
0.36,24.27,4.45,24.27,3.97,38.98,4.16,17.1,0.84,35.2,11.13,21.04,0.73,32.38,6.73,9.32,11.84,33.49,5.1,30.3,0.4,28.75,1.0,1.0,2.0,2.0,2.0,11.84,11.13,9.0,2.0,4.0,6.0,4.5191,3.8744,4.9533,3.97,7.3209,29.66,1.0
1.02,34.64,5.26,28.63,10.2,35.57,4.59,41.0,1.12,30.6,1.43,18.7,9.98,21.38,4.89,23.84,0.96,27.43,0.79,23.89,5.03,33.69,0.0,2.0,4.0,3.0,2.0,10.2,9.98,9.0,2.0,5.0,5.0,4.1155,3.3189,3.01,1.43,6.0845,22.3,5.0
12.7,19.99,9.21,45.12,0.48,33.29,0.51,26.66,0.39,36.21,4.25,25.21,2.39,45.65,0.39,23.56,6.04,9.94,11.89,34.56,4.02,16.49,1.0,-1.0,1.0,3.0,3.0,12.7,11.89,7.0,4.0,4.0,5.0,4.7518,4.4346,6.4233,4.02,7.9482,35.71,4.0
0.69,22.52,7.52,18.34,11.57,27.97,4.32,29.14,0.31,24.82,3.76,34.97,0.34,39.36,0.23,35.63,0.23,32.1,0.48,27.31,0.1,29.41,0.0,0.0,3.0,1.0,3.0,11.57,3.76,10.0,1.0,7.0,9.0,2.6864,3.629,3.93,0.34,8.8836,21.02,2.0
6.63,9.89,0.65,23.64,9.58,22.44,5.01,28.41,9.43,35.5,0.26,27.19,4.65,31.54,0.93,39.76,0.07,30.99,0.1,35.02,4.32,24.49,1.0,1.0,3.0,1.0,3.0,9.58,9.43,9.0,2.0,5.0,6.0,3.7845,3.4885,3.96,0.93,5.7955,29.87,2.0
0.67,20.58,0.53,29.99,11.46,17.68,0.78,17.48,0.8,26.74,14.03,30.07,4.14,35.25,4.11,22.4,0.43,11.53,1.0,32.14,5.86,42.89,1.0,0.0,1.0,3.0,2.0,11.46,4.14,8.0,3.0,6.0,6.0,3.9827,4.5249,5.33,0.43,7.9445,31.36,5.0
0.54,14.02,11.59,19.17,0.16,26.65,0.25,18.23,0.0,22.75,0.96,33.99,4.01,28.08,1.05,20.62,12.6,32.32,5.53,41.08,0.42,28.87,1.0,-1.0,2.0,1.0,3.0,12.6,11.59,9.0,2.0,7.0,7.0,3.3736,4.4429,2.3433,0.54,9.2264,27.06,4.0
8.34,27.47,16.29,33.03,5.81,35.13,0.55,33.63,0.4,35.65,16.28,21.91,8.96,39.19,0.57,30.71,0.2,23.16,3.64,20.96,8.52,15.13,3.0,1.0,4.0,4.0,3.0,16.29,16.28,10.0,1.0,4.0,5.0,6.3236,5.7271,7.04,3.64,9.9664,24.06,4.0
1.5,17.76,1.42,24.95,4.77,20.97,5.8,26.83,3.98,34.02,1.36,20.89,11.47,33.9,1.4,28.88,11.63,17.49,5.59,37.71,2.16,13.99,1.0,1.0,2.0,1.0,3.0,11.63,11.47,9.0,2.0,4.0,6.0,4.6436,3.6412,3.91,2.16,6.9864,23.72,3.0
1.28,33.7,0.57,41.66,3.86,21.42,3.73,24.45,0.65,21.12,0.42,29.11,1.61,10.55,0.88,26.53,3.66,18.55,0.88,17.05,15.98,22.93,0.0,-1.0,3.0,3.0,1.0,15.98,3.66,9.0,2.0,6.0,8.0,3.0473,4.2866,1.1533,0.57,12.9327,31.11,0.0
0.07,29.87,0.05,19.21,1.45,22.91,4.63,13.35,7.74,34.98,0.11,21.29,3.28,16.83,0.24,26.35,7.15,43.5,14.75,25.06,0.4,18.13,0.0,-1.0,1.0,3.0,2.0,14.75,3.28,8.0,3.0,6.0,7.0,3.6245,4.4581,6.5067,4.63,11.1255,30.15,0.0
1.27,20.61,0.67,17.13,0.1,24.38,4.11,9.52,0.84,26.31,1.3,43.29,1.66,33.2,15.51,18.32,10.75,34.52,4.95,23.22,0.01,29.31,0.0,1.0,4.0,2.0,2.0,15.51,10.75,8.0,3.0,6.0,7.0,3.7427,4.7735,2.3567,1.3,11.7673,33.77,1.0
0.26,27.87,13.35,29.35,0.52,17.43,0.6,15.3,6.5,17.51,0.35,24.15,2.17,22.12,2.34,32.23,2.24,25.13,7.79,39.6,0.12,20.5,1.0,-1.0,2.0,2.0,2.0,13.35,6.5,10.0,1.0,5.0,8.0,3.2945,4.0204,3.5767,0.6,10.0555,24.3,1.0
0.75,29.58,0.6,18.33,11.16,30.8,2.37,29.75,11.56,23.6,1.87,16.74,1.63,26.24,2.69,21.72,1.22,23.76,1.6,8.54,1.18,35.57,2.0,-1.0,2.0,1.0,3.0,11.56,11.16,9.0,2.0,4.0,7.0,3.33,3.8325,1.55,1.18,8.23,27.03,0.0
1.17,39.73,0.87,26.19,12.29,33.35,8.76,37.62,16.52,21.32,0.4,33.26,4.07,30.77,6.79,10.36,0.19,35.77,0.93,16.68,0.43,24.52,0.0,1.0,4.0,2.0,3.0,16.52,12.29,9.0,2.0,6.0,6.0,4.7655,5.3676,2.9633,0.93,11.7545,29.37,0.0
0.65,29.34,0.9,26.63,1.51,24.65,5.58,44.45,1.02,20.8,0.95,30.54,0.88,17.76,14.63,23.82,5.95,8.12,9.18,31.94,5.02,21.45,2.0,0.0,1.0,3.0,3.0,14.63,9.18,9.0,2.0,5.0,6.0,4.2064,4.2816,4.16,0.95,10.4236,36.33,1.0
0.29,36.76,13.3,33.9,5.16,28.09,0.81,28.69,0.21,32.79,3.53,36.43,7.25,40.87,0.04,23.08,15.81,21.31,7.49,14.86,3.43,24.39,0.0,2.0,4.0,3.0,3.0,15.81,13.3,9.0,2.0,4.0,6.0,5.2109,5.1209,6.0567,3.43,10.5991,26.01,2.0
0.59,34.47,0.53,28.83,10.33,20.29,3.97,36.34,0.54,30.78,0.34,24.56,0.65,26.48,7.44,40.07,10.04,11.03,0.64,23.47,0.44,32.91,0.0,-1.0,4.0,3.0,3.0,3.97,0.64,9.0,2.0,7.0,8.0,3.2282,3.8853,9.27,7.44,3.6327,29.04,5.0
8.09,19.05,13.13,23.64,4.04,31.52,4.25,25.2,0.59,27.17,0.9,30.88,3.97,35.97,1.54,36.95,1.18,21.84,12.96,35.52,8.22,41.52,0.0,1.0,2.0,1.0,3.0,13.13,12.96,9.0,2.0,3.0,7.0,5.3518,4.4043,6.76,3.97,7.7782,22.47,3.0
12.52,18.62,0.96,20.88,1.29,30.72,0.81,25.55,5.04,22.22,10.04,30.35,0.81,23.42,0.92,16.66,0.58,27.32,7.26,14.48,7.13,32.65,1.0,0.0,1.0,2.0,1.0,12.52,10.04,11.0,0.0,6.0,6.0,4.3055,4.1305,5.2267,1.29,8.2145,18.17,2.0
5.9,36.79,12.22,32.49,0.55,24.07,8.1,16.99,1.0,31.81,0.89,36.13,1.79,24.99,4.61,30.97,3.89,24.11,1.02,28.87,2.41,10.66,1.0,-4.0,2.0,1.0,3.0,12.22,8.1,9.0,2.0,4.0,7.0,3.8527,3.5033,3.3667,1.79,8.3673,26.13,2.0
7.66,10.76,12.73,34.93,3.69,27.66,4.55,32.67,0.58,34.39,0.13,23.7,0.38,26.94,0.63,32.54,0.92,29.84,6.58,44.93,8.79,18.96,0.0,-1.0,1.0,1.0,3.0,12.73,8.79,8.0,3.0,5.0,7.0,4.24,4.0406,7.12,6.58,8.49,34.17,2.0
6.8,43.6,11.7,23.32,0.5,21.14,0.18,18.66,3.47,36.54,5.82,32.64,0.09,29.8,6.12,27.38,14.55,33.95,4.56,16.27,0.27,26.87,4.0,-1.0,4.0,1.0,3.0,14.55,11.7,8.0,3.0,4.0,5.0,4.9145,4.6091,4.9433,3.47,9.6355,27.33,4.0
5.82,40.83,7.69,33.13,3.73,15.76,6.28,7.89,0.5,22.39,14.72,22.61,0.53,25.66,0.39,28.2,4.36,27.8,4.22,21.41,0.35,18.88,0.0,1.0,2.0,1.0,3.0,14.72,7.69,9.0,2.0,4.0,7.0,4.4173,4.1124,5.2767,3.73,10.3027,32.94,2.0
0.3,18.69,7.28,24.88,3.15,43.26,0.09,27.11,6.51,34.16,6.25,18.66,0.27,29.66,15.57,15.98,3.92,8.39,18.55,36.66,0.01,21.07,3.0,0.0,2.0,3.0,3.0,18.55,15.57,7.0,4.0,4.0,4.0,5.6273,6.0159,4.44,3.15,12.9227,34.87,1.0
4.33,29.64,14.47,29.1,4.58,25.07,0.46,24.02,0.0,32.71,9.01,17.28,0.42,21.67,4.51,43.57,0.61,28.02,2.42,35.9,0.86,10.15,0.0,1.0,4.0,1.0,3.0,14.47,9.01,9.0,2.0,5.0,7.0,3.7882,4.2654,2.5967,0.86,10.6818,33.42,0.0
0.5,29.16,0.81,17.76,7.14,37.61,0.82,22.8,0.42,19.26,9.75,13.66,3.13,9.29,13.94,32.39,4.04,28.42,5.43,18.6,6.7,44.34,3.0,-1.0,1.0,3.0,2.0,13.94,9.75,8.0,3.0,4.0,5.0,4.7891,4.1596,5.6567,3.13,9.1509,35.05,2.0
2.87,22.06,0.05,25.11,9.2,19.61,0.15,29.49,0.4,21.32,4.97,38.17,2.64,27.02,0.68,35.22,1.68,13.83,12.65,30.69,0.41,18.14,1.0,-1.0,4.0,2.0,2.0,12.65,9.2,8.0,3.0,5.0,6.0,3.2455,3.9582,2.4433,0.68,9.4045,24.34,2.0
0.48,16.9,4.83,29.24,0.72,20.62,3.83,34.15,0.98,31.15,0.76,26.73,17.54,26.02,5.47,21.91,0.58,23.35,6.04,13.06,0.84,15.38,0.0,0.0,1.0,1.0,3.0,17.54,4.83,10.0,1.0,6.0,8.0,3.8245,4.8099,3.44,0.84,13.7155,21.09,0.0
0.21,19.25,3.61,23.77,10.78,18.98,17.77,28.42,0.21,14.61,0.63,22.44,0.7,33.56,0.37,26.27,2.05,29.05,0.29,28.16,3.2,18.99,0.0,-1.0,1.0,1.0,3.0,17.77,10.78,11.0,0.0,6.0,9.0,3.62,5.3641,0.455,0.21,14.15,18.95,3.0
0.95,30.01,9.41,46.15,6.29,27.17,6.81,19.84,1.04,26.23,5.87,9.4,1.16,22.67,16.01,18.61,1.0,17.8,19.14,31.07,6.59,36.62,1.0,-2.0,4.0,1.0,3.0,19.14,16.01,8.0,3.0,4.0,4.0,6.7518,5.8613,7.29,5.87,12.3882,36.75,2.0
0.26,29.15,0.27,17.0,14.33,27.15,3.08,26.14,3.39,15.52,0.07,21.31,2.72,18.18,0.52,25.05,1.07,34.08,3.38,22.75,3.68,34.92,0.0,1.0,2.0,3.0,1.0,14.33,2.72,9.0,2.0,5.0,8.0,2.9791,3.845,2.7133,1.07,11.3509,19.4,0.0
5.31,16.36,14.6,26.63,0.37,22.44,2.06,44.29,0.37,18.21,0.77,24.16,6.76,33.29,0.54,20.46,0.65,28.3,3.95,27.11,4.34,22.12,0.0,0.0,4.0,1.0,3.0,14.6,6.76,10.0,1.0,5.0,7.0,3.6109,4.0887,3.685,2.06,10.9891,27.93,2.0
10.48,16.82,6.09,35.71,4.35,23.62,0.84,23.93,0.51,16.74,0.45,20.31,4.76,17.78,8.07,10.36,13.42,32.87,0.88,29.22,8.62,41.44,0.0,-1.0,4.0,1.0,3.0,13.42,10.48,8.0,3.0,4.0,6.0,5.3155,4.2552,6.885,4.76,8.1045,31.08,2.0
5.78,36.95,4.37,29.12,5.07,25.69,0.75,30.45,0.68,24.37,0.77,34.16,4.32,15.71,0.79,27.7,4.23,20.56,0.85,19.86,11.35,27.78,0.0,-2.0,1.0,1.0,3.0,11.35,4.23,9.0,2.0,5.0,7.0,3.5418,3.1416,5.05,4.32,7.8082,21.24,2.0
11.11,18.46,0.56,22.77,11.19,32.08,4.65,39.5,2.9,18.44,1.28,30.62,0.66,19.15,0.22,25.99,5.28,26.17,0.52,28.67,4.25,13.37,3.0,-1.0,1.0,1.0,3.0,11.19,11.11,9.0,2.0,5.0,6.0,3.8745,3.8399,3.3933,1.28,7.3155,26.13,4.0
0.99,26.15,1.5,34.29,4.48,14.72,0.92,21.74,4.51,19.98,0.82,17.9,1.07,23.74,7.7,38.0,15.16,27.22,0.73,29.28,4.49,24.28,0.0,1.0,1.0,1.0,3.0,15.16,4.48,9.0,2.0,6.0,8.0,3.8518,4.1878,4.6,1.5,11.3082,23.28,2.0
2.36,21.13,9.5,32.57,0.16,18.38,0.34,24.92,0.37,9.29,2.33,25.94,0.49,42.6,6.66,16.08,0.45,34.88,0.09,29.6,0.29,20.67,0.0,-1.0,2.0,3.0,1.0,9.5,6.66,8.0,3.0,7.0,6.0,2.0945,2.9872,0.43,0.37,7.4055,33.31,5.0
3.1,21.72,7.09,15.11,1.14,18.46,2.09,37.07,0.1,21.8,3.74,26.56,0.08,28.53,12.98,27.32,7.6,36.5,0.17,17.71,0.15,25.05,0.0,-1.0,3.0,1.0,3.0,12.98,1.14,9.0,2.0,5.0,7.0,3.4764,3.9647,5.5933,2.09,9.5036,21.96,0.0
3.96,29.33,0.81,18.4,0.85,21.25,4.21,19.97,2.85,25.91,1.02,29.24,0.86,24.23,7.56,43.9,13.53,25.47,4.77,34.87,6.61,15.27,1.0,-2.0,2.0,1.0,3.0,13.53,4.77,9.0,2.0,4.0,7.0,4.2755,3.6961,7.085,6.61,9.2545,28.63,2.0
0.23,26.19,0.2,22.63,6.87,43.38,0.19,29.04,0.12,34.54,3.93,23.51,3.0,34.21,3.64,17.42,3.33,27.93,2.58,7.98,16.37,27.37,1.0,0.0,3.0,1.0,3.0,16.37,3.93,8.0,3.0,4.0,7.0,3.6782,4.4918,4.3633,2.58,12.6918,35.4,0.0
2.85,19.86,0.04,28.41,9.63,31.41,2.64,14.37,1.28,37.97,0.73,25.47,0.13,23.14,3.09,23.41,8.34,19.12,0.35,18.28,0.24,21.48,1.0,0.0,1.0,2.0,0.0,9.63,8.34,10.0,1.0,6.0,8.0,2.6655,3.1788,1.96,1.28,6.9645,23.6,4.0
0.99,28.64,5.41,26.98,0.69,32.33,1.65,43.39,0.98,22.07,8.47,19.44,17.19,33.5,6.36,9.73,3.02,33.94,0.77,35.62,0.77,23.68,0.0,0.0,2.0,2.0,3.0,17.19,8.47,8.0,3.0,5.0,6.0,4.2091,4.8385,2.9967,0.98,12.9809,33.66,1.0
1.0,23.64,1.33,26.37,0.86,19.02,3.4,16.91,1.99,34.44,1.03,17.34,17.91,25.2,9.24,33.75,1.67,44.99,0.91,29.2,1.26,22.05,1.0,-2.0,2.0,3.0,3.0,17.91,9.24,9.0,2.0,6.0,7.0,3.6909,5.0595,2.3533,1.67,14.2191,28.08,1.0
4.2,26.78,0.39,26.48,4.98,35.15,0.36,21.46,3.35,31.88,0.39,29.93,6.6,19.29,0.48,33.59,11.81,28.22,5.74,22.54,6.95,40.17,1.0,0.0,4.0,1.0,3.0,11.81,5.74,9.0,2.0,4.0,7.0,4.1136,3.4703,6.775,6.6,7.6964,20.88,2.0
1.87,19.74,9.21,20.29,1.62,23.79,1.47,26.31,1.33,31.22,4.77,14.27,0.34,29.15,7.06,35.98,11.39,29.34,0.38,18.34,1.82,21.23,0.0,1.0,3.0,3.0,3.0,11.39,9.21,10.0,1.0,4.0,8.0,3.7509,3.6433,4.3867,1.33,7.6391,21.71,4.0
12.27,21.98,3.8,36.39,3.38,24.42,0.81,24.61,0.44,19.21,0.51,29.37,0.32,31.62,4.69,31.98,9.33,15.33,12.83,34.43,9.01,45.11,1.0,-1.0,4.0,3.0,2.0,12.83,12.27,8.0,3.0,4.0,6.0,5.2173,4.6028,6.7075,3.8,7.6127,29.78,4.0
10.25,17.6,4.75,28.18,1.06,26.79,1.31,20.33,4.52,22.94,15.41,28.75,9.32,42.89,5.99,34.96,7.6,9.27,0.9,23.84,0.96,31.55,0.0,1.0,4.0,2.0,1.0,10.25,-1.0,9.0,2.0,4.0,6.0,5.6427,4.4757,9.58,5.99,5.5455,33.62,2.0
0.13,30.25,13.47,19.07,0.04,20.57,0.48,24.74,3.67,21.7,4.31,28.37,3.93,35.24,0.27,18.68,0.71,13.24,14.68,31.21,1.42,45.33,1.0,-3.0,3.0,3.0,3.0,14.68,13.47,8.0,3.0,6.0,6.0,3.9191,5.0301,2.02,0.71,10.7609,32.09,4.0
4.05,27.16,0.35,31.9,0.75,21.77,0.29,35.14,0.69,25.91,12.68,30.99,8.95,16.72,0.73,29.42,6.81,22.33,3.9,31.22,8.38,44.22,1.0,-1.0,4.0,2.0,1.0,12.68,6.81,9.0,2.0,5.0,7.0,4.3255,4.1018,6.0267,0.75,8.3545,27.5,2.0
0.81,25.07,0.77,30.31,4.33,31.04,0.73,27.46,7.83,21.64,0.97,35.1,4.81,26.95,3.41,23.32,1.24,44.07,1.72,19.41,7.99,33.11,1.0,1.0,2.0,1.0,3.0,7.99,7.83,9.0,2.0,5.0,7.0,3.1464,2.6455,1.48,1.24,4.8436,24.66,1.0
0.97,30.41,0.76,24.62,0.69,28.02,1.09,9.89,1.35,23.0,2.1,28.15,0.91,21.29,4.08,44.62,8.32,35.17,0.75,18.61,8.29,29.52,1.0,-1.0,1.0,1.0,3.0,8.32,8.29,8.0,3.0,7.0,7.0,2.6645,2.8172,2.585,1.09,5.6555,34.73,4.0
0.62,24.35,4.97,26.32,4.75,9.09,4.84,30.26,3.85,16.22,0.94,32.6,15.15,17.8,0.63,34.54,6.54,44.06,15.83,34.72,0.46,27.38,1.0,1.0,2.0,1.0,3.0,15.83,15.15,7.0,4.0,4.0,6.0,5.3255,5.2076,5.0467,3.85,10.5045,34.97,3.0
6.83,20.09,0.08,35.12,0.4,24.46,6.5,14.71,14.71,33.79,0.6,32.74,15.54,23.27,1.72,35.12,8.1,39.77,0.45,27.13,0.99,18.58,1.0,1.0,2.0,2.0,3.0,14.71,6.5,9.0,2.0,5.0,5.0,5.0836,5.5002,7.865,0.99,9.7773,25.06,0.0
1.31,28.56,5.15,32.85,0.73,31.69,2.96,16.32,5.04,21.98,7.36,36.44,14.85,22.64,6.96,40.58,5.26,28.95,1.2,24.69,0.86,34.99,0.0,-1.0,2.0,2.0,3.0,14.85,7.36,9.0,2.0,4.0,4.0,4.6982,3.9671,4.9867,2.96,10.1518,24.26,3.0
15.51,26.87,0.65,25.96,3.16,31.43,0.63,30.35,7.45,13.19,9.1,38.31,4.4,22.96,0.39,18.88,0.76,23.28,4.51,25.4,11.98,18.61,1.0,0.0,1.0,2.0,3.0,15.51,11.98,9.0,2.0,4.0,7.0,5.3218,4.8812,8.275,7.45,10.1882,25.12,2.0
0.27,32.76,0.26,41.6,5.45,10.05,0.16,29.0,0.26,36.93,4.19,32.57,5.41,20.78,0.17,24.42,15.42,24.96,6.14,35.87,2.94,27.6,0.0,0.0,2.0,2.0,3.0,15.42,6.14,9.0,2.0,5.0,6.0,3.6973,4.3749,3.7067,0.26,11.7227,31.55,2.0
7.0,13.74,11.59,18.07,3.6,25.22,3.75,21.77,0.75,17.7,0.65,30.99,1.08,26.74,0.81,21.52,14.08,30.69,0.82,24.01,5.91,34.32,0.0,1.0,3.0,1.0,3.0,14.08,11.59,9.0,2.0,5.0,7.0,4.5491,4.4657,6.455,5.91,9.5309,20.58,3.0
17.31,24.6,0.59,26.06,0.57,29.3,4.95,23.85,4.93,20.28,5.32,29.51,0.66,18.26,0.62,22.75,1.42,9.64,3.65,34.94,6.3,43.01,1.0,0.0,2.0,1.0,3.0,17.31,3.65,8.0,3.0,5.0,6.0,4.2109,4.6536,3.86,1.42,13.0991,33.37,2.0
0.9,24.4,3.85,35.72,1.22,29.86,1.01,36.64,1.28,43.31,1.03,27.51,1.7,9.4,11.57,31.39,0.78,32.76,11.38,17.72,2.65,19.67,0.0,1.0,1.0,3.0,2.0,11.38,3.85,7.0,4.0,6.0,6.0,3.3973,3.9054,4.3,1.28,8.0173,33.91,5.0
11.08,18.84,0.6,20.63,0.55,26.61,3.16,17.5,8.07,45.3,0.32,29.33,11.79,33.48,4.49,32.79,7.17,12.49,3.27,22.93,0.53,18.48,0.0,1.0,4.0,2.0,2.0,11.79,11.08,9.0,2.0,4.0,7.0,4.6391,4.0838,6.5767,4.49,7.1509,32.81,4.0
0.47,36.25,9.86,34.92,0.69,28.97,2.59,29.09,3.47,26.41,1.85,18.64,0.53,32.32,0.62,24.8,1.43,37.46,11.61,20.32,1.14,15.77,0.0,0.0,3.0,2.0,2.0,11.61,9.86,9.0,2.0,6.0,7.0,3.1145,3.7196,1.4733,1.14,8.4955,21.69,0.0
1.08,14.05,3.44,18.02,0.77,21.63,0.69,18.39,4.94,33.09,4.93,25.86,4.7,22.93,0.85,24.46,0.71,29.62,0.83,26.46,14.01,23.93,2.0,0.0,1.0,1.0,3.0,14.01,3.44,11.0,0.0,6.0,10.0,3.3591,3.8013,3.01,1.08,10.6509,19.04,2.0
0.59,19.22,3.4,26.02,2.62,35.22,4.9,20.68,4.38,17.03,3.17,22.92,1.67,13.18,0.71,24.9,0.93,44.03,0.5,21.42,0.59,29.12,0.0,-1.0,2.0,1.0,1.0,4.9,4.38,8.0,3.0,5.0,8.0,2.1327,1.5591,1.74,0.93,2.7673,30.85,5.0
1.12,23.66,0.99,20.8,13.86,33.69,12.26,18.52,0.88,17.15,1.05,26.37,4.72,20.92,6.73,39.55,4.66,34.39,5.31,25.29,1.33,15.17,0.0,1.0,1.0,1.0,3.0,13.86,12.26,9.0,2.0,5.0,6.0,4.81,4.3825,4.03,1.33,9.05,24.38,4.0
4.49,27.29,15.42,23.66,0.96,32.06,0.65,24.21,1.1,28.47,2.23,35.2,0.86,34.43,1.09,11.89,4.43,31.86,1.26,20.19,1.96,36.93,0.0,-1.0,3.0,1.0,3.0,15.42,2.23,10.0,1.0,6.0,9.0,3.1318,4.0961,1.4367,1.09,12.2882,25.04,0.0
22.3,38.21,1.82,37.87,6.1,50.04,15.48,21.75,0.26,29.64,2.11,34.79,6.42,39.44,7.46,29.03,7.39,1.39,1.42,23.42,4.02,36.1,1.0,1.0,2.0,3.0,3.0,22.3,15.48,9.0,2.0,2.0,5.0,6.7982,6.3479,4.0867,1.82,15.5018,48.65,5.0
14.3,25.46,3.92,30.19,0.21,23.74,3.65,35.88,0.65,21.36,0.76,31.88,3.8,26.72,0.57,28.78,0.49,35.77,0.28,26.27,1.27,9.88,2.0,-1.0,4.0,1.0,3.0,14.3,3.92,10.0,1.0,7.0,9.0,2.7182,3.9271,2.46,1.27,11.5818,26.0,0.0
0.63,26.74,0.13,18.06,0.38,15.2,0.73,44.51,12.31,19.42,0.94,20.88,1.01,23.34,14.08,33.02,0.11,29.77,1.98,36.78,6.45,31.47,1.0,-2.0,3.0,3.0,2.0,14.08,12.31,9.0,2.0,7.0,6.0,3.5227,4.8786,2.52,0.38,10.5573,29.31,0.0
1.82,23.8,1.35,30.88,3.61,34.64,0.76,27.02,3.05,28.46,0.58,15.76,0.2,23.72,6.81,17.93,0.57,35.28,1.06,39.62,13.62,27.44,3.0,-2.0,1.0,1.0,3.0,13.62,3.61,9.0,2.0,6.0,8.0,3.0391,3.8157,0.82,0.58,10.5809,23.86,0.0
0.46,35.85,13.61,31.81,4.09,34.16,0.53,22.78,7.53,39.83,0.39,26.81,5.23,18.67,4.17,24.53,4.57,29.02,2.89,8.35,0.56,31.42,1.0,1.0,2.0,1.0,3.0,13.61,4.17,9.0,2.0,4.0,7.0,4.0027,3.7822,5.21,2.89,9.6073,31.48,2.0
0.94,28.98,13.55,25.39,4.4,25.78,4.21,29.36,0.68,32.09,2.29,22.71,5.73,42.33,0.97,25.01,5.64,18.54,5.03,32.94,0.7,34.41,2.0,0.0,1.0,1.0,3.0,13.55,5.03,9.0,2.0,4.0,7.0,4.0127,3.587,5.685,5.64,9.5373,23.79,2.0
1.35,28.35,0.88,21.92,1.78,20.51,4.2,25.84,0.78,30.61,0.58,23.5,3.0,27.02,5.2,25.75,1.08,26.56,0.89,18.72,0.82,24.91,6.0,2.0,3.0,1.0,0.0,5.2,1.78,11.0,0.0,7.0,10.0,1.8691,1.4952,2.175,1.35,3.3309,11.89,5.0
0.27,29.33,10.58,34.04,10.52,17.74,5.0,24.95,0.27,21.82,2.64,32.73,2.83,19.47,6.82,12.72,0.18,25.37,0.18,17.48,8.38,42.45,0.0,-2.0,3.0,2.0,2.0,10.58,10.52,8.0,3.0,4.0,7.0,4.3336,3.9652,7.6,6.82,6.2464,29.73,2.0
4.5,30.71,1.03,32.08,1.37,24.5,9.81,16.14,1.15,30.15,4.43,26.47,7.63,39.52,12.78,31.17,1.54,21.25,1.34,35.5,1.08,27.47,1.0,-2.0,3.0,2.0,3.0,12.78,1.54,10.0,1.0,5.0,8.0,4.2418,3.9234,8.72,7.63,8.5382,23.38,2.0
13.72,21.43,6.86,20.82,8.42,15.68,0.78,29.88,1.83,26.9,3.2,32.31,0.37,36.42,4.97,26.49,10.39,42.15,0.62,22.84,12.28,34.08,1.0,-1.0,1.0,3.0,3.0,13.72,12.28,9.0,2.0,3.0,6.0,5.7673,4.6563,7.66,4.97,7.9527,26.47,3.0
1.54,27.57,1.24,36.27,1.6,30.8,0.55,22.08,0.81,34.49,0.43,25.35,3.97,25.52,1.51,19.43,4.33,32.02,0.19,32.03,0.15,29.07,1.0,1.0,2.0,3.0,0.0,4.33,3.97,10.0,1.0,6.0,10.0,1.4836,1.3567,1.1,0.55,2.8464,16.84,0.0
11.03,29.88,1.53,42.91,0.24,26.0,2.64,24.09,3.77,28.46,2.5,20.71,1.12,33.01,0.24,17.31,0.17,28.8,0.21,19.64,0.36,23.32,1.0,0.0,1.0,2.0,3.0,11.03,3.77,10.0,1.0,6.0,9.0,2.1645,3.0372,1.325,1.12,8.8655,25.6,0.0
0.33,19.28,3.63,27.44,10.81,30.05,8.57,35.0,0.33,26.34,7.0,38.22,12.61,19.86,0.23,29.41,0.45,23.33,3.72,21.22,0.88,15.19,1.0,-1.0,3.0,2.0,3.0,12.61,10.81,9.0,2.0,5.0,7.0,4.4145,4.3922,5.4833,0.88,8.1955,23.03,0.0
11.43,30.67,4.32,17.52,7.6,35.33,0.66,36.04,0.61,27.17,4.67,24.39,12.57,17.88,0.68,30.5,0.98,24.23,0.73,32.45,7.87,8.94,4.0,1.0,1.0,2.0,2.0,12.57,11.43,8.0,3.0,5.0,6.0,4.7382,4.3131,6.5967,4.32,7.8318,27.1,5.0
0.53,23.52,7.78,9.33,7.63,39.27,14.54,22.1,4.92,31.39,0.74,26.68,5.16,27.26,9.92,34.57,0.84,36.73,1.05,30.84,7.14,18.48,0.0,-1.0,3.0,2.0,3.0,14.54,9.92,9.0,2.0,4.0,5.0,5.4773,4.2959,7.5167,7.14,9.0627,29.94,2.0
0.33,25.57,0.94,27.19,8.7,19.47,0.74,44.34,13.87,24.79,0.33,32.42,3.75,29.8,0.49,35.17,0.25,29.99,9.79,34.98,1.37,23.36,1.0,1.0,2.0,2.0,2.0,13.87,9.79,9.0,2.0,7.0,7.0,3.6873,4.5949,4.72,0.74,10.1827,24.87,2.0
0.4,20.99,4.74,18.73,4.88,8.84,0.53,34.31,14.12,33.55,15.12,15.72,4.17,23.34,0.57,29.29,0.75,17.79,0.38,24.68,8.28,43.71,0.0,2.0,2.0,1.0,3.0,15.12,14.12,7.0,4.0,5.0,6.0,4.9036,5.1978,4.5633,0.53,10.2164,34.87,2.0
