defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_safety_distance,lateral_spread,target_y
0.67,36.11,1.38,44.43,4.07,27.22,5.07,33.74,0.81,28.85,0.82,32.68,1.7,10.0,14.2,33.99,0.71,23.82,14.22,21.58,1.51,19.02,0.0,-2.0,4.0,1.0,3.0,14.22,14.2,8.0,3.0,5.0,5.0,4.1055,4.955,1.53,1.38,10.1145,34.43,0.0
1.41,14.49,14.11,28.39,1.17,20.75,0.9,38.63,0.65,35.54,5.6,20.87,0.93,27.16,0.96,24.3,1.42,29.73,4.35,37.19,0.55,32.7,3.0,1.0,1.0,3.0,2.0,14.11,5.6,10.0,1.0,8.0,8.0,2.9136,3.8693,1.16,0.9,11.1964,24.14,0.0
0.38,20.47,0.04,18.35,0.27,29.05,4.95,19.78,13.01,32.69,1.07,33.97,1.17,23.98,0.29,26.28,12.13,19.97,6.53,40.42,5.67,14.94,1.0,1.0,4.0,3.0,2.0,13.01,12.13,9.0,2.0,6.0,6.0,4.1373,4.5748,4.4233,1.07,8.8727,25.48,3.0
5.24,27.15,12.95,31.6,1.09,20.74,10.33,17.62,1.13,16.86,6.89,37.52,1.39,26.31,4.94,20.28,2.55,35.05,4.69,8.22,0.73,29.25,3.0,0.0,3.0,2.0,3.0,12.95,10.33,8.0,3.0,4.0,5.0,4.7209,3.8378,4.71,2.55,8.2291,29.3,4.0
0.38,18.83,3.83,29.13,3.95,12.22,0.51,26.84,4.79,19.91,0.59,33.79,11.7,18.23,0.5,28.91,0.41,22.92,4.41,37.21,11.2,32.15,3.0,1.0,2.0,2.0,3.0,11.7,11.2,9.0,2.0,5.0,7.0,3.8427,3.9741,2.9833,0.59,7.8573,24.99,1.0
0.19,23.78,4.08,26.08,0.15,24.97,9.34,12.35,4.82,39.84,4.69,13.4,0.52,34.93,0.21,32.3,17.77,26.61,0.22,20.28,0.37,28.42,1.0,1.0,4.0,2.0,1.0,17.77,4.69,8.0,3.0,6.0,7.0,3.8509,5.2425,7.08,4.82,13.9191,27.49,2.0
1.41,21.74,1.32,25.96,1.02,10.1,10.1,19.63,5.62,27.75,3.96,36.41,1.24,29.17,5.98,43.11,13.73,28.71,0.78,17.87,4.67,22.49,1.0,1.0,3.0,2.0,3.0,13.73,10.1,8.0,3.0,5.0,5.0,4.53,4.0062,3.6533,1.02,9.2,33.01,2.0
0.96,27.4,1.66,41.82,16.74,24.29,0.88,30.71,5.14,30.79,1.78,18.33,1.18,35.85,7.69,14.21,12.85,36.31,0.96,23.62,4.24,26.7,1.0,-3.0,4.0,2.0,3.0,16.74,12.85,8.0,3.0,4.0,5.0,4.9164,5.1605,3.71,1.66,11.8236,27.61,2.0
17.16,23.42,3.3,24.49,0.71,36.57,11.89,42.98,1.12,16.51,0.63,23.25,3.61,31.83,1.07,33.12,16.27,32.35,0.75,29.45,2.51,36.75,3.0,-1.0,2.0,3.0,3.0,17.16,3.3,9.0,2.0,5.0,7.0,5.3655,6.1642,9.76,1.12,11.7945,26.47,0.0
3.32,32.02,0.78,29.96,13.98,31.74,0.77,32.52,0.65,35.1,1.01,23.32,1.81,15.64,0.45,27.3,3.02,24.66,4.94,17.67,1.22,39.38,1.0,-1.0,1.0,3.0,2.0,13.98,4.94,9.0,2.0,6.0,8.0,2.9045,3.7513,1.515,1.22,11.0755,23.74,2.0
3.13,21.81,12.03,31.25,0.08,18.12,0.66,22.91,6.34,11.94,1.07,26.81,0.85,42.95,7.71,18.6,0.33,30.03,0.95,34.27,0.26,20.62,0.0,-1.0,3.0,3.0,2.0,12.03,7.71,8.0,3.0,7.0,6.0,3.0373,3.7667,3.595,0.85,8.9927,31.01,3.0
0.52,34.77,2.49,37.5,5.0,33.35,6.41,43.72,0.8,28.46,0.5,31.98,8.2,13.49,0.32,24.38,4.51,20.06,19.32,28.97,5.82,26.74,0.0,3.0,2.0,2.0,2.0,19.32,2.49,9.0,2.0,4.0,7.0,4.8991,5.2592,6.3733,4.51,14.4209,30.23,1.0
0.94,32.68,8.0,15.88,7.77,40.45,0.7,34.87,3.17,22.31,5.69,37.79,15.27,27.09,4.99,30.57,0.48,26.87,0.93,29.82,0.62,23.64,0.0,-3.0,3.0,1.0,3.0,15.27,5.69,9.0,2.0,5.0,7.0,4.4145,4.4041,6.3133,3.17,10.8555,24.57,0.0
0.53,26.11,3.93,28.24,9.36,35.84,6.52,17.36,0.84,37.87,6.87,23.66,0.72,32.0,0.6,23.66,0.63,34.52,0.67,28.97,4.1,32.41,1.0,-1.0,3.0,1.0,3.0,9.36,6.87,10.0,1.0,6.0,8.0,3.1609,3.0507,3.68,0.84,6.1991,20.51,0.0
4.42,30.01,0.91,32.54,6.45,37.55,0.98,26.78,5.67,16.77,0.93,29.47,0.34,35.94,14.67,21.63,11.62,29.19,4.14,25.09,9.02,9.73,1.0,1.0,1.0,2.0,3.0,14.67,11.62,9.0,2.0,4.0,6.0,5.3773,4.54,7.735,6.45,9.2927,27.82,3.0
0.8,24.3,4.95,23.85,3.82,35.21,5.82,15.06,14.39,35.08,1.37,8.81,17.19,22.85,0.79,34.49,1.21,26.99,0.68,35.98,1.64,39.41,1.0,-1.0,1.0,3.0,2.0,17.19,3.82,9.0,2.0,5.0,7.0,4.7873,5.4871,5.805,1.37,12.4027,30.6,2.0
0.62,34.59,0.54,32.27,9.74,26.13,11.24,35.12,4.65,45.76,3.81,27.39,4.9,39.1,0.68,27.37,4.93,35.06,1.0,23.34,5.95,34.09,1.0,-1.0,3.0,3.0,3.0,11.24,9.74,10.0,1.0,4.0,7.0,4.3691,3.4801,5.1667,4.65,6.8709,22.42,5.0
0.95,27.88,5.41,33.95,0.59,23.89,0.71,31.67,6.82,13.59,5.97,20.25,14.05,21.49,7.18,43.74,5.39,28.62,0.62,34.68,17.13,32.66,0.0,-1.0,4.0,1.0,3.0,17.13,14.05,9.0,2.0,4.0,4.0,5.8927,5.2487,6.6567,5.97,11.2373,30.15,2.0
7.63,34.72,0.64,28.97,4.38,29.78,0.77,32.16,3.12,20.77,9.44,40.29,0.85,24.67,11.57,23.05,1.06,35.83,8.66,17.54,3.41,25.93,2.0,1.0,2.0,1.0,3.0,11.57,7.63,9.0,2.0,4.0,7.0,4.6845,3.7922,7.0733,3.12,6.8855,22.75,2.0
0.36,25.7,2.87,27.73,5.87,17.25,4.93,28.24,0.29,35.17,12.42,28.39,4.9,40.02,0.39,23.68,3.36,30.93,0.05,32.34,0.06,29.17,1.0,1.0,2.0,4.0,0.0,12.42,0.39,9.0,2.0,5.0,8.0,3.2273,3.5975,5.2333,4.9,9.1927,22.77,2.0
4.73,24.75,4.59,21.15,7.47,14.84,1.07,30.63,7.68,40.66,4.55,33.56,0.95,27.58,0.82,35.9,0.66,25.27,17.58,26.45,5.15,29.01,1.0,-2.0,3.0,2.0,1.0,17.58,4.59,9.0,2.0,4.0,7.0,5.0227,4.6725,7.575,7.47,12.5573,25.82,2.0
5.78,12.03,5.25,37.12,0.53,30.49,6.65,19.8,0.77,35.36,0.12,32.85,4.19,28.88,1.13,41.27,0.45,23.69,0.68,27.14,16.77,22.73,0.0,-1.0,3.0,2.0,3.0,16.77,5.25,8.0,3.0,6.0,6.0,3.8473,4.7097,4.52,1.13,12.9227,29.24,2.0
0.13,36.02,4.0,36.62,0.8,29.77,1.23,38.99,0.4,32.04,11.98,25.04,2.94,25.81,4.91,30.19,5.77,32.22,0.42,23.13,0.35,27.76,1.0,-1.0,2.0,1.0,3.0,11.98,4.0,11.0,0.0,6.0,9.0,2.9936,3.4326,3.5,1.23,8.9864,15.86,0.0
0.93,20.2,1.38,29.29,2.59,44.18,11.68,20.52,1.6,35.3,0.81,23.37,1.58,27.21,6.91,27.66,5.36,10.48,0.72,17.99,2.28,16.37,3.0,-2.0,3.0,3.0,2.0,11.68,6.91,8.0,3.0,4.0,6.0,3.2582,3.2618,3.1833,1.6,8.4218,33.7,2.0
3.29,21.48,13.7,25.52,3.75,28.74,0.49,25.68,6.0,7.41,0.47,22.55,1.49,10.35,0.67,29.78,0.35,18.93,4.12,13.87,3.22,24.46,1.0,1.0,2.0,1.0,3.0,13.7,4.12,9.0,2.0,5.0,8.0,3.4136,3.7049,3.7467,1.49,10.2864,22.37,0.0
5.09,33.3,1.04,27.16,1.26,32.53,1.33,29.66,5.65,44.1,2.65,23.22,18.49,29.07,5.48,11.07,5.34,28.82,0.97,23.49,1.12,36.11,0.0,0.0,1.0,1.0,3.0,18.49,-1.0,9.0,2.0,5.0,6.0,4.4018,4.8503,4.5933,2.65,14.0882,33.03,2.0
0.97,31.85,0.7,36.08,4.27,38.09,1.26,28.08,1.8,19.89,9.13,31.21,3.19,27.31,3.89,31.27,0.76,23.75,5.18,18.02,8.04,21.1,1.0,1.0,4.0,3.0,1.0,9.13,8.04,10.0,1.0,4.0,8.0,3.5627,2.7893,3.035,1.8,5.5673,20.07,4.0
0.43,32.57,14.1,20.94,0.37,24.4,5.39,25.96,5.86,30.65,0.42,26.85,7.95,44.16,0.72,35.31,3.67,8.99,5.83,19.14,11.77,35.8,1.0,-2.0,4.0,1.0,3.0,14.1,11.77,8.0,3.0,4.0,4.0,5.1373,4.4935,5.8167,3.67,8.9627,35.17,1.0
5.88,38.39,10.31,32.93,2.36,19.07,7.67,16.37,0.38,25.87,13.13,21.97,0.33,29.09,4.52,25.23,4.54,30.23,0.22,22.32,0.75,32.22,0.0,1.0,4.0,2.0,2.0,13.13,10.31,9.0,2.0,4.0,7.0,4.5536,4.1722,5.3033,2.36,8.5764,22.02,3.0
8.81,17.3,6.33,35.53,0.64,21.36,4.85,23.84,13.12,33.52,0.76,23.73,0.85,17.76,0.61,26.02,1.08,44.33,0.41,29.56,6.4,12.96,0.0,0.0,1.0,2.0,3.0,13.12,8.81,8.0,3.0,6.0,6.0,3.9873,4.0769,4.6033,1.08,9.1327,31.37,0.0
0.52,30.56,3.41,33.04,15.76,29.55,3.66,30.78,3.31,28.36,0.37,28.0,0.43,25.58,0.91,15.98,0.74,42.98,1.13,23.05,0.4,34.31,2.0,-1.0,2.0,2.0,2.0,15.76,1.13,9.0,2.0,7.0,8.0,2.7855,4.2897,0.825,0.74,12.9745,27.0,0.0
3.84,22.98,0.39,27.55,4.27,34.73,0.09,30.02,0.06,17.31,8.68,43.6,10.72,18.78,0.08,21.39,13.43,30.13,2.93,26.55,8.19,10.19,2.0,1.0,3.0,2.0,3.0,13.43,10.72,8.0,3.0,4.0,6.0,4.7891,4.5442,7.0467,4.27,8.6409,33.41,2.0
0.15,27.02,7.11,9.86,0.0,45.97,0.21,21.39,0.05,29.9,0.26,23.73,0.29,18.19,7.7,18.49,16.2,32.95,3.36,28.53,5.31,37.98,1.0,1.0,2.0,3.0,2.0,16.2,7.7,8.0,3.0,6.0,6.0,3.6945,4.8789,4.14,0.0,12.5055,36.11,2.0
4.25,26.19,4.0,20.25,0.77,26.62,12.26,21.59,7.24,34.04,2.47,13.68,0.98,29.79,0.76,23.41,0.94,21.32,2.81,29.31,8.62,13.14,0.0,1.0,2.0,2.0,2.0,12.26,2.81,8.0,3.0,4.0,7.0,4.1,3.608,7.93,7.24,8.16,20.9,2.0
0.41,29.99,4.93,26.19,14.94,32.03,5.34,20.66,5.79,32.34,0.32,24.94,12.29,19.72,3.47,45.83,0.79,21.37,3.79,15.25,0.83,17.27,2.0,0.0,4.0,1.0,3.0,14.94,12.29,10.0,1.0,4.0,6.0,4.8091,4.614,3.63,3.47,10.1309,30.58,3.0
0.12,22.33,0.17,35.49,5.62,35.81,3.01,32.73,6.42,7.8,0.63,31.34,0.31,27.14,16.14,23.53,4.96,17.42,4.38,29.45,2.99,45.15,1.0,0.0,1.0,1.0,3.0,16.14,5.62,8.0,3.0,4.0,6.0,4.0682,4.4063,4.705,2.99,12.0718,37.35,2.0
0.0,24.8,14.91,33.96,14.19,18.11,0.12,29.58,0.14,21.03,3.76,21.65,4.48,14.03,4.68,26.45,0.06,17.45,1.47,34.21,6.35,38.65,0.0,-1.0,2.0,2.0,3.0,14.91,14.19,8.0,3.0,5.0,7.0,4.56,5.166,4.1,1.47,10.35,24.62,3.0
0.09,26.94,0.3,31.31,0.96,15.11,11.69,20.79,3.76,35.33,0.48,23.86,12.79,31.08,3.82,30.33,2.89,8.43,0.69,38.52,0.34,18.32,3.0,1.0,3.0,3.0,1.0,12.79,11.69,8.0,3.0,6.0,6.0,3.4373,4.361,1.8033,0.69,9.3527,30.09,0.0
3.81,29.32,5.28,16.02,4.86,46.62,0.63,19.88,0.11,34.26,11.75,27.4,0.45,24.63,0.3,31.0,0.24,27.21,4.15,38.24,5.97,21.94,3.0,-3.0,4.0,2.0,1.0,11.75,5.97,9.0,2.0,5.0,7.0,3.4136,3.4314,3.3533,0.63,8.3364,30.6,0.0
12.01,33.34,7.13,17.22,6.27,10.81,1.02,21.94,1.0,30.87,0.8,35.99,3.29,32.94,0.71,26.81,5.11,28.3,8.49,43.93,6.37,22.92,1.0,-1.0,2.0,3.0,2.0,12.01,6.37,8.0,3.0,4.0,5.0,4.7455,3.5606,7.2967,6.27,7.2645,33.12,0.0
0.47,25.2,3.64,24.22,2.61,20.73,13.55,33.77,0.27,22.9,1.72,18.72,0.73,36.02,0.25,32.05,0.22,27.85,10.69,21.75,3.76,27.58,1.0,1.0,4.0,2.0,2.0,13.55,10.69,11.0,0.0,5.0,9.0,3.4464,4.3204,1.6867,0.73,10.1036,17.3,5.0
7.41,43.84,10.65,33.99,4.86,23.53,0.78,29.01,0.56,24.05,1.18,26.37,5.91,16.38,7.42,8.07,1.07,20.66,1.12,32.13,14.39,18.39,3.0,1.0,2.0,1.0,3.0,14.39,10.65,8.0,3.0,5.0,6.0,5.0318,4.4232,6.9133,5.91,9.3582,35.77,4.0
4.78,27.97,11.34,35.42,13.0,23.54,1.0,39.39,0.57,34.18,0.77,31.68,1.11,23.26,0.54,29.6,0.84,27.37,5.11,31.03,1.03,17.59,2.0,0.0,2.0,1.0,3.0,11.34,-1.0,10.0,1.0,7.0,7.0,3.6445,4.3239,5.01,1.0,7.9973,21.8,0.0
0.52,29.96,2.88,29.57,5.95,36.74,0.37,18.01,0.92,21.11,8.88,16.34,1.06,26.89,1.47,15.05,11.54,32.37,3.05,23.01,6.51,42.74,1.0,1.0,4.0,3.0,2.0,11.54,8.88,9.0,2.0,5.0,7.0,3.9227,3.6015,4.6433,1.47,7.6173,27.69,2.0
0.52,19.12,4.14,24.66,5.9,12.42,0.65,26.14,4.04,21.24,4.25,27.53,13.27,25.4,0.83,28.14,0.43,22.95,5.22,36.11,5.51,19.59,0.0,1.0,3.0,1.0,3.0,13.27,5.51,9.0,2.0,4.0,7.0,4.0691,3.5608,5.1233,4.25,9.2009,23.69,2.0
0.44,37.19,6.74,40.65,4.27,31.88,4.89,29.31,0.57,34.12,0.62,31.98,4.3,15.3,0.87,28.75,4.79,25.31,0.61,24.83,15.11,27.09,0.0,0.0,1.0,1.0,3.0,15.11,4.79,9.0,2.0,5.0,8.0,3.9282,4.1518,5.52,4.3,11.1818,25.35,2.0
0.71,32.96,0.27,35.4,9.5,9.6,3.47,21.22,6.18,24.78,1.37,29.87,0.84,27.47,16.11,28.79,0.73,22.84,6.59,41.06,3.94,35.15,1.0,1.0,2.0,3.0,2.0,16.11,6.59,9.0,2.0,5.0,7.0,4.5191,4.6516,6.485,3.47,11.5909,31.46,1.0
4.21,16.16,13.18,27.01,3.58,20.5,0.43,26.57,3.25,26.87,0.94,18.03,0.5,29.57,7.5,34.49,7.94,40.97,9.15,15.6,0.25,21.09,0.0,-4.0,4.0,2.0,3.0,13.18,4.21,9.0,2.0,4.0,7.0,4.63,4.0833,8.1967,7.5,8.55,25.37,0.0
2.31,17.89,0.73,24.51,5.48,25.84,0.86,31.95,3.81,21.93,2.55,42.37,4.68,29.98,9.75,34.11,8.91,20.45,0.83,27.82,0.73,21.04,0.0,0.0,2.0,2.0,2.0,9.75,8.91,10.0,1.0,4.0,7.0,3.6945,3.0908,2.89,2.31,6.0555,24.48,5.0
7.08,43.14,0.6,32.63,0.45,35.48,0.74,27.41,2.88,17.76,5.35,24.52,3.5,9.58,5.61,33.45,13.23,20.09,0.43,23.65,12.96,34.89,3.0,3.0,3.0,2.0,3.0,13.23,12.96,8.0,3.0,4.0,4.0,4.8027,4.4856,4.4867,2.88,8.4273,33.56,4.0
0.21,30.03,0.49,19.62,5.97,34.86,0.31,23.61,7.68,15.31,1.14,16.56,10.12,20.76,0.73,26.76,14.8,33.23,7.76,43.35,0.16,18.1,1.0,-1.0,2.0,3.0,2.0,14.8,10.12,9.0,2.0,6.0,6.0,4.4882,4.8331,7.1367,5.97,10.3118,28.04,3.0
7.1,42.86,4.34,26.13,4.44,32.61,0.47,35.31,0.46,23.68,0.27,31.2,0.81,19.41,1.84,8.87,0.95,28.28,9.49,37.76,12.34,20.49,0.0,-1.0,2.0,3.0,2.0,12.34,9.49,8.0,3.0,5.0,6.0,3.8645,3.9596,3.25,0.81,8.4755,33.99,2.0
12.97,28.09,0.3,19.08,0.24,35.37,1.33,27.21,0.38,10.21,0.08,23.98,3.55,27.66,0.56,33.27,0.62,39.82,3.59,37.87,0.84,30.93,0.0,-2.0,1.0,3.0,1.0,12.97,3.59,9.0,2.0,8.0,8.0,2.2236,3.6029,0.5,0.38,10.7464,29.61,0.0
0.03,25.13,0.06,30.48,0.01,27.8,1.68,39.69,1.97,15.91,2.11,33.99,0.35,38.26,0.07,31.97,2.38,28.21,0.73,22.69,1.88,11.9,0.0,0.0,4.0,3.0,1.0,2.38,2.11,9.0,2.0,6.0,9.0,1.0245,0.928,1.4,0.35,1.3555,27.79,5.0
1.63,29.06,4.0,33.62,12.52,28.86,0.27,33.77,0.51,35.99,3.0,25.63,6.21,38.68,0.27,30.36,1.62,16.13,0.74,23.04,0.34,27.65,2.0,4.0,3.0,2.0,1.0,12.52,3.0,9.0,2.0,5.0,8.0,2.8282,3.5507,3.915,1.62,9.6918,22.55,2.0
0.51,22.91,4.22,28.9,0.44,36.29,0.52,26.5,0.47,31.45,7.32,22.02,13.34,25.71,6.69,38.96,4.12,33.34,5.94,43.1,0.35,29.47,1.0,-2.0,3.0,1.0,3.0,13.34,6.69,10.0,1.0,5.0,7.0,3.9927,3.9551,6.63,5.94,9.3473,21.08,2.0
1.04,22.4,0.54,28.94,3.77,23.31,3.32,16.29,10.38,28.16,0.44,13.65,1.25,32.22,0.64,25.29,0.88,20.31,5.77,19.97,3.29,26.57,1.0,-1.0,4.0,1.0,3.0,10.38,5.77,10.0,1.0,6.0,8.0,2.8473,2.8957,1.67,0.44,7.5327,18.57,0.0
0.48,32.75,1.12,43.44,6.66,18.17,4.05,28.76,7.14,21.41,13.96,28.9,4.34,24.86,0.65,29.9,0.72,24.4,0.69,20.53,0.57,27.24,2.0,0.0,2.0,1.0,3.0,13.96,7.14,10.0,1.0,6.0,7.0,3.6709,4.0503,3.89,1.12,10.2891,25.27,4.0
5.01,23.42,5.84,13.64,5.27,20.57,0.45,28.91,12.68,24.83,4.4,26.82,1.07,19.23,0.76,21.3,1.88,36.9,1.16,17.54,0.72,24.49,2.0,0.0,1.0,1.0,3.0,12.68,1.16,9.0,2.0,5.0,6.0,3.5673,3.4963,3.86,1.88,9.1127,23.26,2.0
1.26,21.25,4.59,18.71,3.12,26.69,2.04,37.47,3.53,44.75,1.07,16.8,1.43,24.81,8.81,15.23,17.27,30.79,1.04,28.79,4.51,21.02,1.0,0.0,1.0,2.0,3.0,17.27,4.59,9.0,2.0,4.0,7.0,4.4245,4.6137,4.7933,2.04,12.8455,29.52,2.0
0.95,26.71,4.54,30.36,0.58,30.39,7.21,9.59,1.47,17.77,6.38,35.65,16.64,21.83,1.17,36.87,4.85,26.78,0.86,22.27,0.83,33.03,0.0,-1.0,2.0,2.0,3.0,16.64,6.38,9.0,2.0,6.0,7.0,4.1345,4.5912,3.2833,1.17,12.5055,27.28,0.0
15.79,28.88,0.2,25.98,0.41,18.55,2.8,21.18,9.34,10.07,9.16,43.6,5.11,26.43,0.56,25.34,5.53,35.94,10.67,17.39,0.5,29.86,0.0,1.0,4.0,2.0,3.0,15.79,10.67,8.0,3.0,4.0,5.0,5.4609,4.9688,8.01,5.53,10.3291,33.53,2.0
7.42,8.53,11.08,17.11,1.0,23.88,1.36,21.17,0.66,19.32,1.32,33.53,0.74,29.54,7.34,44.29,1.35,26.15,14.15,33.83,2.35,17.41,0.0,-2.0,3.0,3.0,3.0,14.15,11.08,9.0,2.0,6.0,7.0,4.4336,4.5588,5.36,1.32,9.7164,35.76,1.0
5.7,27.59,10.35,35.13,0.48,35.99,10.71,23.48,0.79,27.08,1.24,39.39,0.48,24.69,0.81,30.26,4.77,34.41,3.92,22.71,7.11,19.05,1.0,-1.0,3.0,3.0,3.0,10.71,10.35,10.0,1.0,5.0,7.0,4.2145,3.7036,4.09,1.24,6.4955,20.34,4.0
0.02,19.39,0.25,26.03,11.22,18.05,11.05,30.68,0.7,22.92,2.96,20.55,2.54,31.28,2.66,26.27,0.43,28.47,3.72,38.35,3.62,12.84,0.0,1.0,3.0,2.0,2.0,11.22,11.05,9.0,2.0,4.0,7.0,3.5609,3.7957,3.2933,2.54,7.6591,25.51,4.0
0.07,30.5,3.24,18.64,0.62,42.01,3.95,23.85,3.98,28.16,0.65,26.96,0.48,21.39,0.84,24.11,0.47,18.19,16.47,29.38,1.77,35.38,1.0,2.0,3.0,1.0,3.0,16.47,3.24,9.0,2.0,6.0,8.0,2.9582,4.4929,1.195,0.62,13.5118,23.82,0.0
4.68,13.34,8.72,19.44,0.38,21.59,0.39,28.37,0.78,34.19,4.01,24.01,3.46,17.97,0.54,25.02,1.68,44.6,0.21,19.58,10.41,31.29,0.0,0.0,3.0,2.0,3.0,10.41,8.72,8.0,3.0,5.0,6.0,3.2055,3.3764,2.38,0.78,7.2045,31.26,5.0
1.0,28.22,0.68,22.99,2.34,20.78,14.2,29.67,4.67,9.38,2.29,36.09,0.77,26.29,3.67,25.37,0.35,18.95,2.78,16.62,6.27,40.6,1.0,1.0,2.0,1.0,3.0,14.2,2.78,8.0,3.0,4.0,7.0,3.5473,3.7952,4.41,2.29,10.6527,31.22,2.0
0.71,35.05,13.81,21.67,5.25,30.18,0.64,28.33,8.05,35.6,1.34,21.33,6.01,24.65,5.47,40.13,0.41,31.19,0.68,24.57,3.48,9.92,0.0,-1.0,1.0,1.0,3.0,13.81,8.05,9.0,2.0,5.0,5.0,4.1682,3.971,4.475,3.48,9.6418,30.21,1.0
16.0,19.23,0.08,25.05,0.51,36.44,0.65,32.04,4.6,26.47,3.83,17.53,0.2,28.99,0.22,24.03,1.03,45.55,16.94,37.73,0.86,7.42,1.0,0.0,1.0,3.0,3.0,16.94,16.0,7.0,4.0,7.0,6.0,4.0836,6.0146,1.9067,0.86,12.8564,38.13,2.0
4.91,29.15,0.28,26.53,7.43,39.91,2.75,17.82,0.64,35.32,0.42,32.32,12.71,22.36,8.4,12.2,0.82,29.39,0.19,23.31,13.39,33.56,2.0,0.0,1.0,2.0,1.0,13.39,12.71,8.0,3.0,5.0,6.0,4.7218,4.809,6.1933,2.75,8.6682,27.71,2.0
0.58,36.88,3.34,25.91,3.63,32.22,6.87,15.73,0.8,32.56,7.05,20.33,6.87,34.28,0.98,28.45,3.37,29.8,6.22,40.72,1.1,24.27,0.0,1.0,3.0,1.0,2.0,7.05,3.34,9.0,2.0,4.0,7.0,3.71,2.5265,6.545,6.22,3.34,24.99,5.0
0.3,28.9,0.42,35.7,9.78,27.3,5.6,38.72,0.23,34.43,0.3,30.95,0.25,24.85,0.14,26.99,0.09,32.58,1.14,18.88,5.85,10.36,1.0,0.0,1.0,2.0,2.0,9.78,1.14,9.0,2.0,8.0,7.0,2.1909,3.1656,5.725,5.6,7.5891,28.36,2.0
0.41,26.89,5.77,34.07,0.43,32.17,1.49,20.56,14.09,22.73,7.44,8.05,4.67,26.01,0.69,35.71,0.65,24.12,5.61,42.94,9.09,37.9,3.0,-1.0,3.0,2.0,3.0,14.09,9.09,9.0,2.0,5.0,6.0,4.5764,4.2231,4.8467,1.49,9.5136,34.89,2.0
0.72,29.85,7.34,37.68,0.4,35.02,10.46,7.18,0.47,32.03,11.0,48.19,20.98,20.44,20.03,37.34,0.21,23.96,35.74,26.53,8.64,15.49,0.0,1.0,4.0,2.0,3.0,35.74,20.03,8.0,3.0,4.0,4.0,10.5445,10.6836,12.77,8.64,25.1955,41.01,0.0
0.43,32.2,7.47,36.43,0.78,28.57,13.67,21.1,4.77,32.33,1.95,24.55,4.47,28.73,0.85,34.93,0.6,25.14,1.61,9.41,1.39,44.12,0.0,0.0,3.0,2.0,2.0,13.67,7.47,9.0,2.0,5.0,7.0,3.4536,3.866,1.65,1.39,10.2164,34.71,1.0
0.29,19.18,0.49,32.32,14.38,30.48,0.97,17.86,4.09,20.76,0.66,29.2,4.26,26.81,1.64,20.34,2.18,39.14,1.26,36.14,0.61,23.98,3.0,-1.0,1.0,3.0,1.0,14.38,4.09,10.0,1.0,6.0,9.0,2.8027,3.8888,1.29,0.97,11.5773,21.28,0.0
0.9,25.39,5.03,17.4,0.48,22.11,3.74,27.57,5.03,37.59,0.79,9.07,0.96,29.79,5.59,45.67,17.66,28.95,0.98,19.35,3.85,22.96,0.0,-1.0,2.0,1.0,3.0,17.66,5.03,8.0,3.0,5.0,6.0,4.0918,4.6895,3.8033,0.79,13.5682,36.6,2.0
0.22,32.59,16.07,27.02,1.21,29.61,0.03,22.78,0.56,38.83,0.1,18.74,0.31,26.86,4.3,24.4,0.46,10.76,0.04,28.95,0.17,35.34,1.0,-1.0,3.0,3.0,2.0,16.07,4.3,9.0,2.0,9.0,8.0,2.1336,4.561,0.3733,0.1,13.9364,28.07,0.0
4.75,43.92,1.16,31.05,4.88,27.35,1.07,35.04,5.58,18.83,8.77,12.27,11.73,36.24,9.24,21.82,0.76,27.32,1.21,23.79,5.18,31.24,1.0,2.0,4.0,2.0,2.0,11.73,9.24,8.0,3.0,4.0,5.0,4.9391,3.5729,6.3667,4.75,6.7909,31.65,4.0
8.93,36.15,0.82,31.03,6.64,18.69,1.52,11.68,0.95,36.48,2.78,33.76,0.77,26.83,5.43,26.59,8.55,40.36,13.34,23.02,0.83,22.67,3.0,-1.0,4.0,2.0,3.0,13.34,8.93,8.0,3.0,4.0,5.0,4.5964,4.0997,5.57,1.52,8.7436,28.68,2.0
1.02,35.89,17.85,28.09,1.07,32.83,4.13,34.57,5.05,29.25,3.21,18.54,0.96,28.97,1.42,37.23,0.88,24.96,1.48,23.42,5.33,15.75,0.0,0.0,1.0,2.0,2.0,17.85,1.48,9.0,2.0,6.0,7.0,3.8545,4.7151,3.32,1.42,13.9955,21.48,0.0
5.09,33.15,12.06,32.62,0.52,26.26,0.87,16.57,4.67,27.06,11.23,9.84,15.45,21.88,0.18,35.25,0.52,24.12,0.54,32.51,9.4,41.67,1.0,-1.0,2.0,3.0,3.0,15.45,12.06,8.0,3.0,5.0,5.0,5.5027,5.3503,7.1667,0.87,9.9473,31.83,2.0
