defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
12.0,16.69,6.12,9.1,0.05,26.8,0.11,31.97,0.33,22.89,3.07,27.29,2.27,40.52,0.2,34.84,4.39,38.99,10.9,33.22,2.68,18.34,3.0,1.0,3.0,3.0,2.0,12.0,10.9,7.0,4.0,4.0,6.0,3.8291,4.0472,4.3967,2.68,8.1709,31.42,0.0,0.0,3.07,3.7996,6.3933,23.83,4.3507,8.39,1.0999999999999996,1.0,1.0,4.0
4.89,25.83,1.36,20.82,1.68,27.45,1.13,11.56,14.33,29.92,4.18,30.2,9.4,19.53,1.34,41.73,0.77,18.11,5.25,21.0,6.82,34.63,1.0,-1.0,1.0,3.0,3.0,14.33,9.4,8.0,3.0,4.0,5.0,4.65,4.0414,3.0967,1.13,9.68,30.17,1.7672,9.34,2.4467,4.5963,6.3783,10.39,3.7115,9.66,4.93,0.0,1.0,1.0
0.19,20.92,11.88,35.17,0.18,26.94,0.19,23.23,4.2,36.42,0.66,15.24,0.29,29.88,2.1,42.34,17.27,23.86,0.03,18.13,0.73,25.02,1.0,-1.0,2.0,2.0,3.0,17.27,11.88,8.0,3.0,7.0,7.0,3.4291,5.5041,2.32,0.66,13.8409,27.1,0.238,11.75,0.284,6.3417,7.222,11.31,2.695,14.575,5.389999999999999,1.0,1.0,1.0
0.2,36.55,9.0,17.1,3.47,31.28,5.53,8.04,0.49,31.7,10.53,34.3,2.58,17.82,0.51,26.29,4.75,27.92,6.14,44.88,0.71,23.33,0.0,1.0,2.0,2.0,2.0,10.53,9.0,7.0,4.0,4.0,6.0,3.9918,3.4003,5.835,5.53,6.5382,36.84,1.6958,18.73,2.342,2.0495,7.8,17.2,0.765,9.765,1.5299999999999994,0.0,1.0,2.0
0.69,25.76,0.54,31.57,11.83,34.92,1.02,28.69,9.84,22.32,4.09,33.66,1.4,18.13,4.41,30.91,2.0,39.59,0.74,34.13,4.35,27.01,0.0,-1.0,1.0,2.0,3.0,11.83,9.84,10.0,1.0,5.0,8.0,3.7191,3.6686,1.7,1.4,8.1109,21.46,1.5606,7.9,3.385,4.6262,6.2675,12.6,0.995,10.835,1.99,0.0,1.0,4.0
3.38,27.88,11.53,35.35,0.52,26.69,0.07,35.18,14.26,21.01,0.25,23.39,3.07,46.28,0.78,32.64,1.77,36.92,1.71,17.72,6.55,9.5,3.0,-1.0,1.0,2.0,3.0,14.26,11.53,8.0,3.0,4.0,6.0,3.99,4.5917,3.7767,1.71,10.27,36.78,0.805,9.04,2.575,4.8158,7.424,14.34,1.365,12.895,2.7300000000000004,1.0,1.0,2.0
0.02,21.79,3.94,27.98,6.18,46.4,3.81,23.96,2.93,37.21,15.6,24.43,0.14,31.71,0.1,25.96,5.5,9.46,6.18,32.14,0.2,29.39,1.0,1.0,3.0,2.0,3.0,15.6,6.18,8.0,3.0,4.0,6.0,4.0545,4.347,4.87,2.93,11.5455,36.94,0.065,4.02,3.875,4.3297,7.278,7.71,4.71,10.89,9.42,0.0,1.0,2.0
4.16,31.96,11.58,29.96,4.48,35.83,0.79,27.59,0.66,35.25,3.52,24.77,0.47,25.45,7.93,41.21,0.67,30.78,4.42,29.41,8.31,21.79,0.0,0.0,1.0,1.0,3.0,11.58,3.52,10.0,1.0,4.0,8.0,4.2718,3.5205,8.12,7.93,7.3082,19.42,0.1389,6.42,4.3533,2.867,7.835,5.19,4.03,7.55,8.06,0.0,1.0,2.0
0.32,21.5,0.5,29.72,3.88,24.8,2.0,33.8,0.48,26.58,8.68,33.13,4.04,28.22,0.84,15.88,0.28,31.88,13.12,23.21,3.45,37.05,1.0,-3.0,2.0,1.0,3.0,13.12,8.68,10.0,1.0,5.0,8.0,3.4173,3.9042,2.0967,0.84,9.7027,21.17,1.7172,6.72,2.7467,4.6103,5.618,9.92,2.22,10.9,4.44,0.0,1.0,3.0
10.64,34.81,0.18,29.92,10.89,10.52,0.21,31.58,11.05,24.62,0.11,21.17,9.26,44.27,0.24,24.27,20.56,36.35,21.1,19.6,12.7,39.8,1.0,-1.0,4.0,1.0,3.0,21.1,20.56,8.0,3.0,4.0,4.0,8.8127,7.4754,10.95,9.26,12.2873,33.75,5.2233,13.64,4.45,4.964,14.902,16.75,0.27,20.83,0.5400000000000027,1.0,1.0,3.0
0.33,18.06,0.23,20.87,3.52,20.08,12.99,16.68,10.56,35.85,4.35,30.78,0.83,25.7,2.07,24.69,0.86,28.99,0.86,15.62,0.58,44.77,1.0,-1.0,2.0,1.0,3.0,12.99,10.56,9.0,2.0,6.0,8.0,3.38,4.1871,1.93,0.58,9.61,29.15,0.87,6.63,1.2,4.7025,5.4767,19.17,4.0159,9.0233,2.43,1.0,1.0,2.0
0.77,26.23,0.9,28.52,4.1,31.22,4.46,24.4,7.03,16.41,0.66,18.01,0.74,21.27,0.87,23.56,9.03,23.99,3.17,28.24,3.51,19.69,0.0,-3.0,4.0,2.0,1.0,9.03,3.51,11.0,0.0,5.0,9.0,3.2036,2.7015,5.565,4.1,5.8264,14.81,1.5778,10.23,2.7633,2.2374,5.9175,4.3,2.76,6.27,5.52,0.0,1.0,2.0
0.7,35.08,0.61,24.4,11.23,26.56,4.21,11.03,1.19,32.55,10.15,33.68,8.64,19.98,1.16,27.06,22.78,36.81,4.43,45.16,26.23,15.75,1.0,1.0,4.0,1.0,3.0,26.23,22.78,8.0,3.0,4.0,4.0,8.3027,8.4928,5.76,4.21,17.9273,34.13,0.54,7.12,10.69,9.3815,13.258,21.06,1.725,24.505,3.4499999999999997,1.0,1.0,1.0
0.47,18.85,4.02,27.97,10.43,19.2,5.36,31.8,0.45,26.29,0.71,10.05,14.71,31.9,0.57,29.72,0.59,23.13,4.12,23.94,8.02,35.28,1.0,-1.0,3.0,2.0,2.0,14.71,10.43,9.0,2.0,5.0,6.0,4.4955,4.5791,4.6967,0.71,10.2145,25.23,1.6504,5.78,2.9033,4.7101,7.846,12.7,2.14,12.57,4.280000000000001,1.0,1.0,2.0
13.57,29.91,4.02,33.01,1.09,24.98,0.9,20.97,4.75,28.47,5.59,20.52,5.83,37.42,0.56,17.71,4.6,12.51,9.23,17.56,0.72,28.18,3.0,0.0,2.0,2.0,1.0,13.57,9.23,9.0,2.0,4.0,6.0,4.6236,3.8391,5.215,4.6,8.9464,24.91,0.42,7.95,5.17,3.5534,7.45,15.45,3.9042,8.94,4.34,0.0,1.0,2.0
4.04,9.25,7.98,21.26,0.32,25.78,0.12,21.36,1.41,33.12,3.51,28.18,0.31,18.41,3.87,15.85,14.94,31.76,4.2,43.17,0.2,29.77,3.0,1.0,4.0,2.0,3.0,14.94,7.98,9.0,2.0,5.0,7.0,3.7182,4.246,3.2167,1.41,11.2218,33.92,0.18,12.33,3.69,4.7047,6.514,10.5,3.48,11.46,6.959999999999999,0.0,1.0,2.0
0.33,23.22,0.23,34.48,0.03,26.6,6.77,25.09,13.87,26.51,0.54,31.22,0.98,18.22,3.3,22.1,1.28,28.42,8.25,35.89,0.36,43.96,1.0,1.0,3.0,1.0,3.0,13.87,8.25,9.0,2.0,7.0,6.0,3.2673,4.295,1.5467,0.36,10.6027,25.74,0.4732,11.26,0.6133,4.6704,5.5883,10.8,3.0584,9.63,5.619999999999999,0.0,0.0,0.0
0.64,31.71,10.15,23.83,0.83,21.87,0.61,26.6,2.75,23.27,7.9,14.22,0.51,17.97,1.76,30.35,6.48,31.26,0.6,24.34,3.88,27.24,1.0,1.0,3.0,1.0,3.0,10.15,1.76,11.0,0.0,5.0,8.0,3.2827,3.257,7.19,6.48,6.8673,17.49,1.4278,13.74,1.945,3.0712,6.5725,6.52,4.195,5.955,8.39,0.0,0.0,5.0
2.5,31.82,0.56,35.05,7.65,20.59,0.52,30.76,1.0,16.87,3.03,28.95,0.74,10.1,11.9,28.45,0.3,24.8,0.23,26.69,0.67,40.62,1.0,-1.0,2.0,3.0,3.0,11.9,7.65,8.0,3.0,7.0,6.0,2.6455,3.5841,0.8033,0.67,9.2545,30.52,1.186,10.25,1.5975,4.5974,4.392,7.86,2.125,9.775,4.25,0.0,0.0,0.0
11.54,18.2,1.54,35.59,1.3,9.2,0.59,30.83,18.16,30.71,0.78,21.44,0.55,18.44,5.06,28.01,0.74,26.98,4.69,18.73,5.88,45.18,1.0,0.0,2.0,3.0,2.0,18.16,11.54,8.0,3.0,5.0,5.0,4.6209,5.3608,2.9067,1.3,13.5391,35.98,0.0,0.0,5.06,5.97,7.185,12.51,5.4994,11.4633,6.620000000000001,1.0,1.0,2.0
0.36,35.58,0.08,23.45,9.36,33.37,0.51,27.42,3.77,40.76,0.37,29.45,2.72,26.43,10.73,17.48,1.15,21.97,1.61,32.05,2.76,7.47,0.0,-1.0,3.0,3.0,2.0,10.73,9.36,8.0,3.0,5.0,7.0,3.0382,3.5017,2.56,1.15,7.6918,33.29,0.5573,8.16,0.8267,3.7858,5.554,15.89,0.685,10.045,1.370000000000001,0.0,1.0,4.0
0.53,28.82,1.07,26.24,11.8,32.62,5.23,23.29,4.92,20.46,0.98,21.11,0.93,19.03,8.3,10.87,2.59,32.56,12.71,18.74,7.07,37.1,0.0,-1.0,2.0,2.0,2.0,12.71,11.8,9.0,2.0,4.0,6.0,5.1027,4.2078,5.9867,2.59,7.6073,26.23,2.1799,9.79,2.9025,3.6229,8.494,13.88,0.455,12.255,0.91,1.0,1.0,4.0
0.55,21.87,14.1,32.3,0.28,30.03,0.16,24.15,5.25,22.85,1.16,44.13,0.35,33.04,13.53,20.28,8.01,18.24,6.7,9.56,3.84,29.83,1.0,1.0,4.0,1.0,3.0,14.1,13.53,9.0,2.0,5.0,5.0,4.9027,4.9608,5.29,1.16,9.1973,34.57,2.1085,11.17,2.4975,4.7711,8.7,12.02,0.285,13.815,0.5700000000000003,1.0,1.0,1.0
5.81,39.82,3.36,22.34,0.7,30.35,4.68,28.59,1.35,16.98,0.68,33.13,0.76,23.02,9.07,18.9,5.72,10.11,9.66,32.85,0.41,27.29,1.0,0.0,1.0,2.0,2.0,9.66,9.07,8.0,3.0,5.0,6.0,3.8364,3.2596,4.2933,1.35,5.8236,29.71,0.66,6.25,4.02,2.9678,6.322,13.95,0.295,9.365,0.5899999999999999,0.0,2.0,5.0
0.4,18.8,4.29,24.69,3.57,20.85,6.03,37.2,0.63,26.24,4.58,27.35,0.83,29.21,13.89,25.37,0.45,22.86,3.69,14.45,4.45,32.75,2.0,0.0,1.0,1.0,3.0,13.89,4.45,10.0,1.0,4.0,9.0,3.8918,3.6888,4.86,3.69,9.9982,22.75,0.4246,6.5,4.1467,4.058,7.015,7.38,4.72,9.17,9.44,0.0,1.0,2.0
1.09,24.17,3.72,21.49,15.41,42.53,7.1,15.0,21.65,17.56,24.56,27.08,7.06,36.68,7.13,18.05,13.51,52.48,23.57,38.38,13.29,1.39,0.0,1.0,2.0,3.0,1.0,24.56,23.57,6.0,5.0,1.0,2.0,12.5536,7.7263,9.175,7.06,12.0064,51.09,0.11,51.09,13.4,7.9989,13.775,20.82,8.5255,18.375,0.9899999999999984,1.0,2.0,5.0
12.65,29.18,3.5,28.92,3.27,31.95,0.61,27.19,0.59,30.21,0.52,25.08,4.06,20.06,2.91,22.52,0.58,23.55,0.64,34.11,1.94,43.59,1.0,1.0,1.0,2.0,1.0,12.65,0.58,10.0,1.0,5.0,9.0,2.8427,3.3646,2.97,1.94,9.8073,23.53,1.3538,6.87,2.43,4.267,4.428,5.63,6.035,6.615,12.07,0.0,0.0,0.0
0.95,27.36,3.09,19.69,1.19,10.57,0.97,20.75,0.82,25.3,2.87,36.27,9.76,26.54,1.44,29.79,3.86,26.58,1.29,17.77,1.47,23.03,1.0,0.0,1.0,4.0,1.0,9.76,1.44,9.0,2.0,7.0,8.0,2.5191,2.4858,2.03,1.19,7.2409,25.7,1.0842,8.81,2.4275,3.4917,3.815,3.25,4.16,5.6,8.32,0.0,0.0,5.0
0.75,25.23,4.17,27.6,3.76,35.57,9.32,13.87,16.19,26.03,0.74,32.14,4.63,38.44,4.91,16.75,0.54,35.82,0.78,28.97,4.68,31.1,0.0,1.0,1.0,2.0,3.0,4.91,3.76,9.0,2.0,4.0,8.0,4.5882,4.4558,10.0467,4.63,3.1745,24.57,1.8432,8.22,3.13,4.635,7.762,18.82,0.575,4.335,1.1500000000000004,0.0,1.0,2.0
5.03,27.46,13.66,20.15,0.26,26.82,0.87,30.77,14.71,33.12,1.59,43.89,4.68,32.64,5.36,19.16,9.27,10.1,0.41,22.91,0.4,35.16,1.0,1.0,3.0,2.0,3.0,14.71,13.66,8.0,3.0,4.0,5.0,5.1127,5.0541,5.4067,1.59,9.5973,33.79,2.1003,9.73,3.3733,4.9501,8.918,12.97,0.525,14.185,1.0500000000000007,1.0,1.0,3.0
9.64,34.5,8.32,15.51,5.34,46.15,0.14,27.43,0.25,23.58,0.05,21.12,3.39,30.73,0.53,31.26,3.34,22.75,3.27,35.37,10.73,21.92,4.0,1.0,3.0,2.0,3.0,10.73,9.64,9.0,2.0,4.0,7.0,4.0909,3.7588,5.6433,3.27,6.6391,30.64,0.025,7.98,3.365,2.7653,7.46,12.58,0.545,10.185,1.09,0.0,1.0,4.0
5.82,23.49,0.9,26.11,10.58,45.97,0.48,35.93,8.7,15.31,3.9,37.53,0.58,32.68,15.09,21.58,0.47,23.01,12.37,35.33,8.38,10.81,3.0,1.0,2.0,1.0,3.0,15.09,12.37,8.0,3.0,4.0,5.0,6.1155,5.026,9.22,8.38,8.9745,35.16,2.675,0.48,3.145,3.4935,9.8367,15.95,4.7651,10.4533,2.7200000000000006,1.0,1.0,2.0
11.18,19.13,0.61,30.41,1.13,20.4,1.1,42.57,10.5,31.52,4.87,24.37,5.33,36.26,0.46,22.5,1.52,8.41,0.64,26.39,0.28,17.4,1.0,0.0,2.0,1.0,3.0,11.18,10.5,8.0,3.0,6.0,6.0,3.42,3.868,2.65,1.1,7.76,34.16,0.0,0.0,4.87,4.2798,5.926,12.39,0.34,10.84,0.6799999999999997,1.0,1.0,2.0
0.39,16.92,14.5,33.02,1.64,18.36,1.08,41.64,0.59,24.39,11.08,17.98,2.47,25.29,3.07,33.73,0.68,11.83,0.36,30.05,8.06,23.28,0.0,-1.0,2.0,1.0,3.0,14.5,11.08,8.0,3.0,5.0,5.0,3.9927,4.701,1.61,0.68,10.5073,29.81,0.415,6.93,2.055,5.2022,6.4117,15.04,2.6308,11.2133,3.42,1.0,1.0,1.0
0.76,25.13,0.66,28.9,12.31,37.05,5.04,26.86,0.75,32.26,2.46,21.56,0.25,36.11,5.1,8.99,11.67,19.61,4.68,32.83,1.36,44.63,0.0,-1.0,2.0,1.0,3.0,12.31,11.67,8.0,3.0,5.0,6.0,4.0945,4.1138,3.23,1.36,8.2155,35.64,0.18,5.97,4.86,4.5859,6.58,17.44,4.5001,8.8133,0.6400000000000006,1.0,1.0,1.0
0.52,23.77,13.96,34.01,0.35,27.11,8.28,18.49,4.67,33.16,6.46,10.3,0.39,30.88,3.96,27.52,0.47,33.83,0.35,37.23,1.99,46.78,3.0,1.0,4.0,2.0,2.0,13.96,8.28,8.0,3.0,5.0,7.0,3.7636,4.1746,4.225,1.99,10.1964,36.48,1.9571,13.46,2.375,4.2913,7.6725,15.52,2.84,11.12,5.6800000000000015,0.0,0.0,0.0
3.75,30.63,0.42,24.72,0.67,30.0,9.41,23.33,0.72,26.68,4.27,28.22,8.17,41.39,10.44,34.73,0.55,23.46,0.52,35.03,1.61,18.03,1.0,-1.0,1.0,1.0,3.0,10.44,9.41,10.0,1.0,5.0,8.0,3.6845,3.7119,4.89,1.61,6.7555,23.36,1.7472,11.57,2.2725,3.4423,7.4075,11.4,0.515,9.925,1.0299999999999994,0.0,1.0,4.0
0.49,26.34,10.78,44.21,7.36,8.65,0.39,21.53,0.72,29.1,4.96,22.81,11.42,20.19,0.5,17.97,4.91,30.61,13.9,32.69,15.72,18.93,1.0,0.0,3.0,3.0,3.0,15.72,13.9,9.0,2.0,4.0,6.0,6.4682,5.4837,9.8533,7.36,9.2518,35.56,2.0526,11.13,2.06,3.6661,10.6817,13.76,4.7257,11.51,1.8200000000000005,1.0,1.0,2.0
1.2,32.95,5.02,17.48,1.01,31.17,0.68,28.62,3.94,38.05,10.72,44.22,0.21,34.89,12.99,26.92,0.57,26.21,0.59,22.6,8.35,15.25,0.0,1.0,4.0,1.0,3.0,12.99,3.94,8.0,3.0,6.0,7.0,4.1164,4.3834,6.275,1.01,8.8736,28.97,0.4078,12.29,0.6667,4.0968,7.005,11.13,4.525,8.465,9.05,0.0,1.0,2.0
0.29,24.81,0.45,30.92,4.73,7.56,4.17,32.13,4.06,27.14,0.45,34.2,0.19,27.43,0.44,36.29,5.14,38.13,6.24,19.06,14.98,26.15,0.0,0.0,1.0,1.0,3.0,14.98,6.24,10.0,1.0,5.0,7.0,3.74,4.1872,4.935,4.73,11.24,30.57,1.8762,11.48,2.24,4.1977,7.7725,7.09,4.37,10.61,8.74,0.0,1.0,2.0
0.15,24.12,4.87,8.48,6.0,42.41,0.41,27.68,0.55,19.65,3.75,27.23,0.98,15.17,0.19,31.39,17.71,23.45,4.08,23.95,9.64,31.84,1.0,-2.0,3.0,1.0,3.0,17.71,9.64,8.0,3.0,5.0,6.0,4.3936,5.1003,3.95,0.98,13.3164,33.93,1.7809,11.74,2.1425,5.6555,7.84,8.39,4.035,13.675,8.07,0.0,1.0,2.0
0.18,32.22,0.2,24.13,5.59,18.73,6.92,39.56,0.18,35.46,0.35,28.52,9.69,23.41,0.2,22.71,8.36,34.13,0.49,30.56,7.4,13.59,1.0,1.0,3.0,4.0,1.0,9.69,8.36,8.0,3.0,6.0,6.0,3.5964,3.7649,6.6367,5.59,6.0936,25.97,0.1417,9.51,0.29,1.3775,7.592,10.72,0.665,9.025,1.33,0.0,0.0,0.0
0.81,34.07,0.66,29.15,14.13,22.87,4.86,32.53,0.79,31.79,1.02,26.97,11.77,37.74,1.35,38.42,0.69,24.5,4.21,27.74,2.81,20.16,0.0,2.0,4.0,2.0,3.0,14.13,11.77,11.0,0.0,6.0,9.0,3.9182,4.5087,2.08,1.35,10.2118,18.26,0.325,4.79,4.535,5.5229,7.515,14.87,1.18,12.95,2.360000000000001,1.0,1.0,1.0
15.05,19.79,0.72,30.06,5.5,18.93,0.48,27.74,4.8,23.74,9.82,33.62,0.5,23.47,6.88,9.67,0.61,36.54,6.87,37.79,0.77,32.74,1.0,1.0,1.0,1.0,3.0,15.05,9.82,8.0,3.0,5.0,6.0,4.7273,4.5417,6.4167,5.5,10.3227,28.12,2.0016,13.07,1.97,3.4176,8.824,13.83,2.615,12.435,5.23,0.0,1.0,3.0
5.89,34.82,1.03,29.66,0.89,41.0,4.04,24.37,1.66,6.96,0.8,24.1,22.85,13.4,11.92,23.56,1.0,18.17,22.31,33.98,1.68,14.12,0.0,0.0,2.0,2.0,3.0,22.31,11.92,7.0,4.0,4.0,4.0,6.7336,8.1087,6.77,0.89,15.6745,34.04,1.52,6.2,2.52,8.9274,9.6,11.26,6.7818,13.3733,10.39,1.0,1.0,1.0
3.95,32.59,16.22,27.68,1.06,36.36,1.2,28.35,8.18,14.54,3.88,29.94,7.34,41.14,3.6,36.84,3.46,18.07,0.89,24.56,1.02,32.04,0.0,1.0,2.0,3.0,1.0,16.22,3.6,8.0,3.0,4.0,7.0,4.6182,4.3616,7.76,7.34,11.6018,26.6,1.4714,11.8,2.445,4.6416,7.76,18.77,5.9824,7.76,12.62,0.0,1.0,2.0
0.58,18.85,0.16,26.58,0.94,31.28,0.65,22.5,13.26,27.31,2.03,15.45,1.07,24.5,5.31,37.3,2.57,18.96,0.19,28.94,0.5,45.53,1.0,-1.0,2.0,3.0,1.0,13.26,0.94,9.0,2.0,7.0,8.0,2.4782,3.6964,2.6133,0.5,10.7818,30.08,0.8466,5.65,1.4067,4.7355,4.408,3.97,6.16,7.1,12.32,0.0,0.0,0.0
3.74,25.59,13.74,35.13,0.07,24.27,4.85,36.32,0.58,36.41,0.51,25.94,7.14,11.22,0.61,32.72,14.65,22.31,2.7,20.48,3.65,45.4,3.0,-2.0,2.0,3.0,3.0,14.65,13.74,9.0,2.0,4.0,7.0,4.7491,4.9119,5.395,3.65,9.9009,34.18,1.9401,12.14,1.97,4.9843,8.376,14.65,5.4315,10.3633,0.91,1.0,1.0,3.0
0.36,30.1,4.1,26.29,3.76,31.18,7.28,15.9,17.33,29.18,2.87,17.47,1.42,44.15,0.48,25.16,1.16,7.28,0.2,18.38,0.43,28.83,0.0,-3.0,2.0,2.0,3.0,17.33,7.28,9.0,2.0,6.0,7.0,3.5809,4.8186,2.46,1.16,13.7491,36.87,1.6279,8.82,2.39,5.9874,6.19,28.25,6.5699,8.6767,10.049999999999995,0.0,1.0,1.0
0.89,23.64,0.44,21.0,13.12,27.29,3.73,13.59,0.59,16.79,0.59,26.32,6.48,43.75,0.7,28.87,5.2,21.73,4.5,37.52,0.58,7.72,3.0,1.0,1.0,2.0,1.0,13.12,3.73,7.0,4.0,6.0,5.0,3.3473,3.7488,3.8533,0.58,9.7727,36.03,2.1477,12.08,2.1633,4.1761,5.682,13.7,4.695,8.425,9.39,0.0,0.0,0.0
0.39,32.4,0.38,29.91,12.37,30.14,0.67,27.0,8.03,20.31,6.12,38.25,0.78,20.45,0.42,35.37,2.8,25.36,0.74,24.48,0.52,11.16,3.0,0.0,1.0,1.0,3.0,12.37,8.03,9.0,2.0,7.0,7.0,3.02,3.8708,2.3533,0.42,9.35,27.09,1.0562,11.95,1.3233,4.5736,5.492,9.83,2.17,10.2,4.34,0.0,0.0,0.0
0.65,29.53,0.59,26.54,1.25,9.9,0.78,39.61,0.63,24.21,0.58,17.47,0.84,33.76,0.41,20.92,14.78,22.73,10.75,32.22,3.42,26.0,1.0,-1.0,1.0,3.0,1.0,14.78,10.75,8.0,3.0,8.0,6.0,3.1527,4.6799,0.9567,0.78,11.6273,29.71,1.3806,8.53,1.47,5.9258,5.68,9.49,2.015,12.765,4.029999999999999,1.0,0.0,0.0
4.19,26.8,0.78,27.56,2.14,34.15,4.29,19.32,0.84,18.13,12.92,35.26,8.18,40.28,0.8,21.91,13.48,19.71,0.53,30.5,7.85,12.57,0.0,1.0,1.0,2.0,3.0,13.48,12.92,8.0,3.0,4.0,7.0,5.0909,4.6207,5.615,2.14,8.3891,27.71,1.83,3.7,2.36,4.1286,8.1433,15.55,0.28,13.2,0.5600000000000005,1.0,1.0,3.0
5.08,11.68,0.71,20.24,0.79,29.07,12.38,32.46,5.68,26.26,10.88,20.38,1.05,22.43,6.02,22.16,4.53,42.48,7.66,15.35,0.65,18.75,1.0,1.0,4.0,1.0,3.0,12.38,10.88,9.0,2.0,4.0,4.0,5.0391,3.9136,5.7567,4.53,7.3409,30.8,0.0,0.0,6.02,2.9724,7.7017,12.08,2.8709,9.6467,1.5,1.0,1.0,1.0
1.29,15.57,0.61,21.35,3.91,24.36,13.23,22.22,1.28,31.65,0.25,18.07,8.18,32.42,0.5,37.61,0.38,29.3,1.02,23.86,0.68,6.46,3.0,-2.0,2.0,3.0,1.0,13.23,8.18,9.0,2.0,8.0,7.0,2.8482,3.973,1.8967,0.5,10.3818,31.15,0.455,13.73,0.835,4.672,4.63,25.96,5.156,7.3633,5.050000000000001,0.0,0.0,0.0
6.7,44.45,14.6,20.48,4.71,30.83,5.29,24.88,0.41,21.4,5.12,37.81,0.54,26.94,7.62,14.92,0.94,16.06,0.77,30.83,15.72,36.91,1.0,-2.0,4.0,2.0,3.0,15.72,14.6,7.0,4.0,4.0,5.0,5.6745,5.111,6.48,5.12,10.0455,29.53,2.0835,14.77,2.9275,4.3413,9.952,16.43,0.56,15.16,1.120000000000001,1.0,1.0,3.0
0.87,23.73,6.59,34.97,0.96,29.55,0.67,35.19,2.02,45.97,5.93,26.58,1.66,8.61,15.82,34.91,0.68,26.5,15.16,19.2,5.15,19.14,2.0,0.0,2.0,2.0,1.0,15.82,15.16,7.0,4.0,4.0,4.0,5.0464,5.3472,2.9433,1.66,10.7736,37.36,2.2078,5.82,2.11,5.7454,7.7333,15.77,4.2041,12.5233,0.6600000000000001,1.0,1.0,1.0
0.45,30.9,12.95,20.23,0.77,32.46,1.05,33.74,0.97,25.0,1.83,22.12,0.89,27.1,1.26,43.44,0.86,28.88,14.22,37.58,0.91,9.94,3.0,0.0,4.0,3.0,2.0,14.22,12.95,9.0,2.0,8.0,7.0,3.2873,4.8727,1.3333,0.91,10.9327,33.5,0.266,8.74,0.8233,6.0227,6.234,17.35,0.635,13.585,1.2700000000000014,1.0,1.0,1.0
0.72,28.41,1.15,8.57,0.4,30.34,1.09,21.64,1.87,35.0,0.8,26.04,15.14,30.06,3.44,14.01,1.21,17.41,18.14,18.04,1.11,45.21,3.0,3.0,3.0,2.0,3.0,18.14,1.87,8.0,3.0,7.0,6.0,4.0973,5.996,6.5767,1.15,14.0427,36.64,0.195,16.8,0.915,7.1983,7.948,16.96,8.135,10.005,16.27,0.0,0.0,0.0
0.51,28.9,0.39,20.59,3.73,28.08,0.84,22.68,8.2,15.31,6.84,37.42,19.24,26.35,4.38,24.54,0.23,32.14,0.59,25.71,5.56,33.87,0.0,-2.0,3.0,2.0,2.0,19.24,5.56,9.0,2.0,5.0,7.0,4.5918,5.375,7.52,6.84,14.6482,22.11,1.8225,7.6,2.78,5.4385,9.96,7.52,6.84,12.4,13.68,0.0,1.0,2.0
0.48,21.37,5.13,21.94,0.55,29.59,0.35,24.96,2.51,11.77,1.76,14.62,13.12,17.92,11.89,30.09,7.49,34.57,5.09,26.36,0.65,18.06,1.0,2.0,2.0,2.0,3.0,13.12,11.89,9.0,2.0,4.0,5.0,4.4564,4.4092,3.92,1.76,8.6636,22.8,2.2553,11.53,2.855,4.6604,7.354,12.17,0.615,12.505,1.2299999999999986,1.0,1.0,2.0
5.01,43.65,11.4,33.04,0.67,26.94,0.68,22.97,0.85,32.35,2.99,18.22,3.92,35.25,4.87,26.72,3.12,8.19,0.54,35.35,14.64,21.62,3.0,0.0,2.0,2.0,2.0,14.64,11.4,8.0,3.0,4.0,6.0,4.4264,4.4061,3.7067,2.99,10.2136,35.46,0.475,8.53,4.395,4.7306,7.432,11.42,1.62,13.02,3.24,1.0,1.0,3.0
5.79,27.78,14.92,21.7,5.66,33.57,0.42,35.4,17.87,35.47,0.69,26.64,4.92,40.57,0.86,32.1,0.46,23.21,3.56,21.66,6.16,13.74,1.0,1.0,4.0,2.0,2.0,17.87,14.92,9.0,2.0,4.0,5.0,5.5736,5.5777,4.88,3.56,12.2964,26.83,0.065,5.79,5.725,5.7766,9.486,13.77,1.475,16.395,2.950000000000001,1.0,1.0,3.0
4.32,32.21,0.68,22.4,0.5,30.27,6.35,33.69,1.0,27.27,4.16,28.31,8.51,39.21,7.31,15.94,12.31,25.71,2.52,21.79,0.64,33.25,0.0,-1.0,4.0,2.0,3.0,12.31,6.35,9.0,2.0,4.0,7.0,4.3909,3.6937,7.91,7.31,7.9191,23.27,1.7909,10.85,2.45,3.1707,7.4,11.9,4.0282,7.06,5.960000000000001,0.0,1.0,4.0
