defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,offensive_alignment,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
0.92,25.0,16.22,35.82,5.33,30.39,2.94,36.83,1.81,44.66,0.03,20.57,0.39,29.01,3.69,15.4,15.35,18.72,0.25,32.26,5.17,24.56,1.0,1.0,4.0,1.0,3.0,16.22,15.35,8.0,3.0,4.0,4.0,4.7364,5.5077,2.8133,1.81,11.4836,29.26,2.5568,11.69,2.695,6.3888,8.002,17.1,0.435,15.785,0.8699999999999992,1.0,1.0,1.0
0.81,26.6,0.76,30.44,0.51,17.06,9.44,7.59,0.67,22.24,0.93,20.64,1.62,33.55,6.07,16.97,1.08,24.79,3.93,45.11,19.64,27.34,1.0,-1.0,1.0,2.0,3.0,19.64,1.62,9.0,2.0,6.0,7.0,4.1327,5.6073,6.48,3.93,15.5073,37.52,0.0,0.0,1.08,6.348,6.9383,12.91,8.6619,7.3967,18.02,0.0,1.0,2.0
4.41,23.77,2.19,18.76,3.41,37.23,0.76,31.75,0.66,29.15,0.66,24.67,1.99,25.81,1.08,35.11,2.65,32.88,1.4,21.8,3.59,33.79,1.0,1.0,1.0,3.0,1.0,4.41,3.59,10.0,1.0,5.0,10.0,2.0727,1.2454,2.3333,1.4,2.3373,18.47,0.33,7.07,2.32,1.0696,3.0,10.02,0.41,4.0,0.8200000000000003,0.0,0.0,5.0
0.93,23.29,0.37,33.98,6.19,17.74,0.04,35.59,0.45,30.21,0.51,27.16,8.03,44.71,6.01,29.55,14.54,22.9,9.62,39.25,7.68,7.63,3.0,-1.0,4.0,2.0,1.0,14.54,9.62,8.0,3.0,5.0,5.0,4.9427,4.618,7.3,6.19,9.5973,37.08,0.0,0.0,0.37,2.886,8.6783,16.35,3.496,10.0567,4.92,0.0,1.0,2.0
0.23,26.78,0.02,24.5,0.52,41.68,0.72,18.85,12.82,21.78,9.16,37.35,1.91,15.69,0.43,29.54,0.11,20.83,0.19,33.29,4.52,21.17,1.0,1.0,3.0,3.0,2.0,12.82,9.16,8.0,3.0,7.0,7.0,2.7845,4.1354,1.05,0.52,10.0355,25.99,0.136,12.46,0.2433,4.5936,4.9417,16.18,3.3963,8.8333,3.66,0.0,0.0,0.0
2.51,26.62,0.31,30.67,4.88,44.1,0.61,22.58,1.2,15.16,5.73,19.22,0.23,26.11,7.1,36.54,0.58,17.77,15.21,26.54,4.23,23.09,1.0,-1.0,3.0,2.0,3.0,15.21,5.73,9.0,2.0,5.0,7.0,3.8718,4.2639,4.3933,1.2,11.3382,28.94,0.86,3.53,3.37,4.6262,6.824,7.32,4.74,10.47,9.48,0.0,1.0,1.0
1.1,32.07,8.96,16.64,0.52,28.56,0.13,36.08,12.99,29.81,0.37,24.64,7.81,38.93,0.58,26.62,3.37,33.97,2.94,20.71,1.2,9.4,1.0,1.0,3.0,3.0,3.0,12.99,8.96,9.0,2.0,6.0,7.0,3.6336,4.1362,3.9833,1.2,9.3564,29.53,1.135,1.9,2.235,4.2488,6.78,13.17,2.015,10.975,4.029999999999999,0.0,1.0,2.0
0.61,36.92,1.06,44.0,12.25,25.8,1.96,20.15,3.43,31.74,5.22,35.79,9.62,10.57,3.23,26.75,0.8,32.02,0.57,28.95,0.62,24.81,0.0,1.0,2.0,2.0,3.0,12.25,5.22,9.0,2.0,5.0,7.0,3.5791,3.7879,4.2133,1.06,8.6709,33.43,0.1,4.99,3.33,4.3243,6.022,9.99,3.515,8.735,7.03,0.0,0.0,0.0
14.27,23.36,3.39,23.9,2.22,16.29,0.65,36.54,0.19,28.09,0.18,30.21,0.17,24.52,4.12,30.61,0.02,33.9,6.59,39.13,8.95,34.47,1.0,0.0,1.0,2.0,2.0,14.27,8.95,10.0,1.0,5.0,7.0,3.7045,4.3705,4.0667,2.22,10.5655,22.84,1.7599,12.02,1.6467,4.3051,7.084,11.11,2.66,11.61,5.32,0.0,1.0,3.0
0.33,26.49,0.44,18.67,6.77,16.09,4.47,23.84,8.14,11.83,0.31,21.25,0.45,23.97,14.27,24.88,1.32,15.74,0.38,28.91,6.9,31.43,0.0,2.0,4.0,2.0,2.0,14.27,6.77,10.0,1.0,6.0,7.0,3.98,4.3855,7.52,6.9,10.29,19.6,1.6687,13.17,1.6525,3.0779,9.02,8.79,3.75,10.52,7.5,0.0,1.0,2.0
14.29,23.88,4.23,15.82,0.07,17.79,0.97,10.62,0.84,26.36,0.11,28.66,3.09,31.9,0.81,21.06,5.39,37.07,0.92,23.58,6.93,44.2,3.0,0.0,2.0,3.0,2.0,14.29,4.23,8.0,3.0,6.0,7.0,3.4227,4.079,4.43,0.97,10.8673,33.58,0.3561,8.57,0.5733,4.2163,5.8167,16.08,5.0326,7.2033,10.059999999999999,0.0,0.0,0.0
4.73,20.06,0.31,25.18,8.09,42.44,0.81,21.87,7.24,12.53,1.31,34.25,13.08,19.57,13.31,33.42,4.56,23.57,0.81,29.78,0.67,18.25,0.0,0.0,5.0,1.0,3.0,13.31,13.08,8.0,3.0,5.0,6.0,4.9927,4.6578,5.5467,1.31,8.3173,29.91,1.9541,11.53,2.6925,4.4161,8.606,13.85,0.115,13.195,0.23000000000000043,1.0,1.0,4.0
0.97,27.88,0.54,32.84,0.74,30.57,0.57,19.19,0.22,25.0,13.33,24.65,0.78,29.17,0.96,41.82,0.27,34.72,10.92,36.89,0.92,10.94,0.0,-3.0,2.0,3.0,1.0,13.33,10.92,8.0,3.0,9.0,6.0,2.7473,4.457,0.8167,0.57,10.5827,30.88,0.1003,2.69,0.83,5.5938,5.34,12.24,1.205,12.125,2.41,1.0,1.0,2.0
0.9,22.67,1.53,20.73,8.79,42.47,0.87,26.19,5.2,10.37,0.79,35.08,17.43,23.77,4.44,19.51,5.23,30.44,1.16,28.98,0.47,18.88,3.0,1.0,2.0,1.0,3.0,17.43,4.44,8.0,3.0,5.0,6.0,4.2555,4.8811,4.9267,0.79,13.1745,32.1,1.8376,9.71,2.64,5.6534,7.33,4.26,6.495,10.935,12.989999999999998,0.0,0.0,0.0
12.31,20.34,0.43,26.57,0.24,22.51,8.05,13.31,8.73,38.43,0.39,17.82,9.66,31.65,0.93,34.86,0.64,29.14,4.32,18.46,4.23,24.77,0.0,0.0,2.0,2.0,3.0,12.31,9.66,8.0,3.0,5.0,6.0,4.5391,4.2368,5.9033,0.93,7.7709,25.12,1.8823,11.32,2.395,3.7903,7.936,11.31,1.325,10.985,2.6500000000000004,0.0,1.0,2.0
0.9,33.38,0.48,24.81,4.8,31.53,15.33,31.7,2.39,10.51,1.03,18.99,1.07,28.24,1.8,29.72,0.82,21.83,12.05,19.57,0.98,43.07,0.0,1.0,3.0,2.0,3.0,15.33,12.05,9.0,2.0,6.0,7.0,3.7864,4.8559,1.4667,0.98,11.5436,32.56,0.45,3.66,1.35,5.5972,6.0967,12.13,4.3995,10.7267,3.2799999999999994,1.0,0.0,0.0
0.88,18.36,11.42,29.14,3.72,27.3,9.96,18.85,0.94,25.81,4.54,23.72,6.4,11.62,0.7,22.62,6.85,34.11,1.73,30.58,1.09,28.57,1.0,1.0,1.0,2.0,3.0,11.42,9.96,9.0,2.0,4.0,7.0,4.3845,3.6533,4.9933,1.73,7.0355,22.49,0.41,3.58,4.13,3.3491,7.272,10.29,0.73,10.69,1.459999999999999,0.0,1.0,4.0
12.81,26.85,0.39,21.08,0.64,24.87,7.4,18.12,3.93,22.52,7.45,36.05,2.85,26.93,0.3,29.04,0.84,18.3,3.25,35.51,2.1,15.0,0.0,1.0,4.0,1.0,3.0,12.81,7.4,9.0,2.0,4.0,7.0,3.8145,3.7441,4.2667,2.1,8.9955,21.05,1.4732,10.74,1.98,3.7789,6.602,8.73,2.705,10.105,5.41,0.0,0.0,0.0
4.41,43.67,3.66,26.51,4.63,18.11,0.79,29.76,1.31,16.7,0.74,26.44,0.89,20.13,1.11,23.07,7.46,8.42,14.25,16.23,14.43,35.31,3.0,-1.0,2.0,1.0,3.0,14.43,14.25,8.0,3.0,5.0,7.0,4.88,4.9006,5.935,4.41,9.55,35.25,1.6304,11.65,3.0267,4.3391,10.1375,19.08,0.09,14.34,0.17999999999999972,1.0,1.0,1.0
2.11,37.89,0.69,24.79,6.08,25.28,0.76,28.53,2.89,29.33,0.51,20.75,1.27,13.54,5.13,21.44,8.84,18.16,17.18,27.39,0.38,18.56,0.0,-1.0,4.0,1.0,3.0,17.18,8.84,9.0,2.0,5.0,5.0,4.1673,4.8751,2.09,1.27,13.0127,24.35,2.5434,9.97,3.0875,5.9864,6.458,9.23,4.17,13.01,8.34,0.0,1.0,1.0
12.45,17.14,4.94,37.65,1.52,7.69,0.05,27.38,0.08,32.69,0.28,24.4,2.33,29.91,5.13,27.38,0.09,36.61,4.18,19.58,11.14,34.49,3.0,1.0,3.0,3.0,3.0,12.45,11.14,8.0,3.0,4.0,6.0,3.8355,4.1921,3.5467,1.52,8.6145,29.96,0.0,0.0,2.33,3.9031,6.56,17.35,3.1871,9.5733,1.3099999999999987,1.0,1.0,3.0
0.04,35.0,0.56,27.38,4.69,30.08,4.85,9.63,14.52,21.26,3.76,17.82,0.19,32.68,0.43,24.04,3.72,45.33,13.45,37.24,4.44,35.5,0.0,-1.0,2.0,2.0,1.0,14.52,13.45,8.0,3.0,4.0,6.0,4.6045,4.7888,4.11,3.72,9.9155,35.7,0.125,5.42,4.565,4.8665,8.06,15.98,0.535,13.985,1.0700000000000003,1.0,1.0,1.0
0.94,26.54,5.48,32.91,0.19,23.03,4.5,23.55,0.59,31.9,5.08,18.44,0.0,35.07,0.58,28.17,3.44,36.07,1.2,20.65,2.67,41.8,3.0,-1.0,3.0,3.0,1.0,5.48,4.5,9.0,2.0,6.0,8.0,2.2427,1.9717,2.9833,1.2,3.2373,23.36,1.25,9.53,2.19,1.6116,3.786,9.36,0.49,4.99,0.9800000000000004,0.0,0.0,5.0
1.28,11.2,4.94,27.67,0.25,29.68,0.2,19.49,0.1,41.93,0.03,36.1,14.01,27.46,0.08,27.05,0.12,24.69,1.56,31.97,3.23,34.9,0.0,-1.0,1.0,3.0,1.0,14.01,4.94,8.0,3.0,7.0,7.0,2.3455,3.9865,0.5267,0.1,11.6645,30.73,0.0,0.0,1.56,4.8082,3.96,7.44,4.7305,7.3933,9.07,0.0,0.0,0.0
14.23,30.65,4.34,14.29,0.66,26.61,3.06,21.05,5.87,8.89,5.47,27.19,0.39,17.81,0.44,23.0,0.2,29.91,5.24,37.18,0.97,41.92,3.0,-2.0,4.0,1.0,3.0,14.23,4.34,8.0,3.0,5.0,6.0,3.7155,3.9593,4.0267,0.97,10.5145,33.03,2.4408,12.1,2.02,4.1664,5.6183,16.36,4.9913,7.21,9.89,0.0,1.0,2.0
0.25,24.05,6.07,17.43,0.26,30.67,6.57,39.67,16.89,28.38,0.1,34.04,8.55,22.59,0.16,26.43,0.01,28.3,6.97,10.47,0.05,36.22,1.0,0.0,4.0,3.0,2.0,16.89,8.55,8.0,3.0,6.0,6.0,4.1709,5.1854,6.5367,6.07,12.7191,29.2,0.075,1.87,0.085,4.0265,9.01,5.79,4.17,12.72,8.34,0.0,1.0,2.0
0.12,19.38,0.04,29.4,0.14,26.82,5.81,18.78,13.72,21.3,8.31,45.8,4.76,35.46,7.02,25.7,0.11,21.39,13.13,35.79,6.17,8.86,0.0,1.0,4.0,1.0,3.0,13.72,13.13,7.0,4.0,4.0,4.0,5.3936,4.8005,6.4133,4.76,8.3264,36.94,3.2717,10.02,2.3933,3.5412,8.65,17.01,3.5978,10.8867,0.5899999999999999,1.0,1.0,4.0
0.62,25.57,10.37,33.12,3.9,26.81,0.65,28.51,1.09,20.13,6.01,36.7,11.4,21.12,7.81,15.39,0.67,32.09,3.45,32.59,0.67,36.65,1.0,0.0,2.0,1.0,3.0,11.4,10.37,10.0,1.0,5.0,7.0,4.24,3.8948,4.97,1.09,7.16,21.31,1.5234,11.08,2.16,3.6529,7.336,12.0,0.515,10.885,1.0300000000000011,1.0,1.0,2.0
16.7,26.15,0.55,25.98,0.67,17.72,6.26,15.03,3.43,26.97,7.12,42.74,3.48,20.28,1.24,30.02,0.6,22.36,6.44,37.33,0.94,6.99,3.0,1.0,4.0,1.0,3.0,16.7,6.26,8.0,3.0,5.0,6.0,4.3118,4.6038,4.8333,0.94,12.3882,35.75,1.2663,12.3,2.205,5.1084,7.492,11.12,5.22,11.48,10.44,0.0,1.0,2.0
1.22,21.88,3.91,21.16,0.88,29.29,7.55,41.68,2.13,15.93,1.16,24.19,12.26,28.14,4.79,18.23,4.26,34.15,3.96,26.4,1.35,17.81,0.0,1.0,2.0,1.0,3.0,12.26,4.79,9.0,2.0,4.0,8.0,3.9518,3.2691,4.6467,2.13,8.3082,25.75,1.2188,8.59,3.0733,3.4889,6.198,9.91,3.735,8.525,7.47,0.0,0.0,0.0
1.13,24.19,17.99,24.92,1.21,27.88,1.06,29.41,12.65,34.99,0.82,44.97,0.6,35.91,3.97,39.66,1.09,19.51,1.42,32.25,1.21,11.15,0.0,-2.0,4.0,4.0,1.0,17.99,12.65,8.0,3.0,8.0,6.0,3.9227,5.5573,1.04,0.82,14.0673,33.82,0.0,0.0,1.42,6.6519,6.2883,14.74,5.7775,11.5367,5.339999999999998,1.0,0.0,0.0
0.26,19.37,2.84,30.67,4.42,24.71,4.16,27.55,0.6,25.87,0.68,23.5,0.48,27.98,4.26,13.58,4.44,18.41,11.8,19.22,4.03,34.93,0.0,1.0,1.0,1.0,3.0,11.8,2.84,9.0,2.0,4.0,8.0,3.4518,3.1378,4.2433,4.03,8.3482,21.35,1.9637,8.61,2.33,3.212,5.474,11.45,4.48,7.32,8.96,0.0,1.0,2.0
14.36,35.1,0.32,30.12,0.66,20.45,9.37,20.19,1.03,43.59,0.75,27.01,6.38,27.36,0.73,25.04,0.69,33.04,4.26,36.68,1.0,18.09,0.0,0.0,1.0,2.0,2.0,14.36,9.37,10.0,1.0,7.0,7.0,3.5955,4.4193,2.0967,1.0,10.7645,25.5,2.6894,12.59,2.5767,5.1764,6.004,14.91,2.495,11.865,4.99,0.0,1.0,1.0
5.26,21.65,11.78,32.19,1.61,18.04,1.74,9.05,0.48,35.74,12.33,17.58,0.82,27.24,0.86,24.37,6.48,36.52,4.85,28.82,0.55,32.52,4.0,2.0,3.0,3.0,2.0,12.33,11.78,8.0,3.0,4.0,5.0,4.2509,4.1862,3.7725,1.61,8.0791,27.47,0.0,0.0,4.85,4.2811,6.5333,14.61,0.275,12.055,0.5500000000000007,1.0,1.0,3.0
6.92,44.89,0.75,22.46,3.52,28.16,0.46,18.43,6.73,37.48,8.68,10.98,4.79,14.92,14.32,17.09,11.52,32.5,0.71,26.27,0.87,29.34,3.0,0.0,2.0,1.0,3.0,14.32,11.52,8.0,3.0,4.0,6.0,5.3882,4.5157,7.4433,6.73,8.9318,33.91,1.8077,14.42,2.41,2.906,9.634,15.41,1.4,12.92,2.8000000000000007,1.0,1.0,4.0
0.81,25.2,1.03,20.1,0.69,27.11,5.42,46.35,0.88,29.67,0.88,21.7,18.94,24.52,0.69,35.76,0.99,32.15,8.75,10.94,0.69,38.68,3.0,-3.0,4.0,3.0,1.0,18.94,5.42,9.0,2.0,8.0,8.0,3.6155,5.4485,3.49,0.69,15.3245,35.41,0.1414,8.65,0.79,6.512,5.9517,24.65,7.6708,8.4133,13.520000000000001,0.0,2.0,5.0
7.34,14.38,7.31,29.93,0.61,25.87,0.68,22.43,0.55,18.27,2.91,17.03,4.27,25.68,4.47,21.63,10.7,20.22,7.87,34.58,0.6,30.68,0.0,2.0,4.0,2.0,3.0,10.7,7.31,10.0,1.0,4.0,7.0,4.3009,3.4171,6.04,2.91,6.3991,20.2,0.1,4.05,4.37,2.4952,7.226,9.71,1.695,9.005,3.3899999999999997,0.0,1.0,2.0
13.58,29.58,0.59,27.41,2.62,19.86,0.48,31.72,7.37,13.5,2.74,36.96,0.59,19.96,0.67,24.55,4.45,32.3,4.4,26.2,3.87,41.26,1.0,-1.0,3.0,2.0,2.0,13.58,2.74,8.0,3.0,4.0,7.0,3.76,3.7308,5.62,3.87,9.82,27.76,1.8598,6.1,3.11,4.1453,6.036,17.1,5.1385,6.3133,10.84,0.0,1.0,2.0
0.78,30.37,10.4,30.67,4.53,25.31,1.06,9.8,0.47,23.01,13.79,21.27,0.61,26.44,2.37,35.49,3.74,20.68,1.26,42.06,0.54,18.39,1.0,-1.0,3.0,2.0,2.0,13.79,10.4,8.0,3.0,6.0,6.0,3.5955,4.2688,1.5633,1.06,10.1945,32.26,0.395,4.63,4.135,5.2885,5.776,9.4,1.695,12.095,3.389999999999999,1.0,0.0,0.0
0.76,17.27,4.89,35.58,3.87,27.33,4.31,17.72,7.63,37.54,0.65,21.56,15.97,27.84,0.95,28.45,1.03,24.89,4.58,21.84,7.56,15.08,0.0,-2.0,3.0,1.0,3.0,15.97,4.31,9.0,2.0,4.0,7.0,4.7455,4.3075,6.6933,4.89,11.2245,22.46,1.5708,6.61,3.1333,4.1741,8.072,10.12,5.83,10.14,11.66,0.0,1.0,2.0
1.07,28.64,5.64,28.53,4.05,17.47,0.8,34.91,1.21,42.45,3.24,32.4,10.61,35.05,10.7,20.1,1.53,10.18,0.96,31.7,1.08,24.08,1.0,-2.0,1.0,2.0,2.0,10.7,10.61,8.0,3.0,5.0,5.0,3.7173,3.586,2.2633,1.21,6.9827,32.27,1.9474,10.83,2.69,4.2272,5.62,14.95,0.045,10.655,0.08999999999999986,1.0,1.0,2.0
0.45,34.63,0.55,28.79,7.52,20.18,8.82,23.11,7.07,38.17,6.72,11.14,0.68,32.09,9.05,43.6,0.91,27.14,0.49,24.1,0.79,30.41,3.0,-1.0,1.0,2.0,3.0,8.82,7.07,9.0,2.0,6.0,6.0,3.9136,3.6378,7.7633,6.72,4.9482,32.46,0.12,1.62,0.67,0.9353,7.836,15.06,0.875,7.945,1.75,0.0,0.0,5.0
0.24,20.5,14.51,23.4,0.48,18.75,0.13,30.51,6.72,28.99,3.94,25.11,7.79,37.36,0.4,26.7,6.35,16.26,0.41,22.7,3.52,21.55,0.0,0.0,1.0,1.0,3.0,14.51,6.72,10.0,1.0,5.0,7.0,4.0445,4.3203,7.79,7.79,10.4655,21.1,1.7234,11.76,2.0175,3.3146,8.8425,12.73,3.7625,9.1933,7.79,0.0,1.0,2.0
0.07,19.37,3.94,28.1,5.75,17.51,6.48,36.69,0.11,26.41,0.38,10.41,8.69,28.26,0.52,28.74,0.05,23.21,3.7,24.46,7.35,43.34,1.0,-1.0,3.0,2.0,2.0,8.69,5.75,8.0,3.0,5.0,6.0,3.3673,3.1553,4.7367,0.38,5.3227,32.93,1.5587,4.28,2.72,2.8486,5.73,10.75,1.47,7.22,2.9399999999999995,0.0,2.0,5.0
1.57,42.9,8.44,36.48,5.22,26.96,4.13,32.54,0.5,35.33,0.57,23.19,0.51,30.88,0.91,27.14,1.92,22.04,2.47,14.45,13.84,21.75,1.0,1.0,3.0,4.0,1.0,13.84,8.44,9.0,2.0,4.0,6.0,3.6436,3.9882,1.9867,1.57,10.1964,28.45,2.0178,8.37,3.2833,4.8069,5.648,14.73,2.7,11.14,5.4,0.0,1.0,3.0
8.05,42.41,0.61,26.52,0.61,36.58,2.12,18.48,0.61,32.93,5.82,27.56,3.69,9.28,6.65,31.99,13.67,20.82,0.32,23.86,3.47,37.62,0.0,1.0,2.0,1.0,3.0,13.67,3.47,8.0,3.0,4.0,5.0,4.1473,3.9536,4.62,2.12,9.5227,33.13,0.415,4.43,6.235,4.2337,6.2,16.8,5.1,8.57,10.2,0.0,1.0,2.0
0.17,18.5,4.67,29.24,6.38,9.0,5.79,46.28,13.48,33.31,13.48,16.59,3.57,18.25,0.69,21.31,0.41,25.97,0.35,30.65,5.2,37.2,3.0,-2.0,2.0,2.0,1.0,13.48,13.48,8.0,3.0,4.0,6.0,4.9264,4.6032,6.085,5.79,8.5536,37.28,1.8331,12.4,2.8633,3.7858,8.866,20.61,3.9032,10.72,0.0,1.0,1.0,4.0
4.37,23.82,0.7,26.39,0.49,18.59,1.16,23.83,7.96,13.38,3.96,28.34,7.49,37.95,3.01,33.88,18.15,25.33,0.85,30.49,0.45,21.33,1.0,-1.0,2.0,2.0,2.0,18.15,3.01,9.0,2.0,5.0,8.0,4.4173,5.055,7.725,7.49,13.7327,24.57,1.7581,11.9,2.4175,5.5424,9.1525,8.55,7.57,10.58,15.139999999999999,0.0,1.0,2.0
3.95,21.45,0.58,18.98,12.35,35.0,6.37,11.39,0.47,21.21,0.76,26.73,3.58,16.31,9.42,17.51,0.81,29.62,3.99,31.5,7.09,43.77,0.0,-1.0,2.0,2.0,2.0,12.35,9.42,8.0,3.0,4.0,7.0,4.4882,3.7737,5.68,3.58,7.8618,32.38,0.02,10.05,3.97,2.9556,7.762,17.49,1.465,10.885,2.9299999999999997,0.0,1.0,2.0
13.46,26.34,0.79,19.61,4.57,24.97,3.88,21.9,0.54,21.56,0.63,24.5,5.13,14.87,0.55,28.87,3.7,37.43,3.35,30.97,1.96,16.22,0.0,1.0,3.0,1.0,3.0,13.46,1.96,10.0,1.0,4.0,8.0,3.5055,3.55,4.06,3.35,9.9545,22.56,1.7552,6.97,3.0,4.0961,5.52,10.12,5.75,7.71,11.5,0.0,1.0,2.0
0.28,32.56,11.74,20.72,0.8,9.4,1.83,20.56,0.53,27.3,0.21,25.18,1.16,43.29,4.79,22.72,11.83,37.63,0.46,34.99,3.67,17.38,4.0,3.0,2.0,3.0,1.0,11.83,11.74,8.0,3.0,6.0,6.0,3.3909,4.1959,3.2067,1.16,8.4391,33.89,0.6476,23.16,0.78,4.3639,6.638,16.91,0.045,11.785,0.08999999999999986,1.0,1.0,1.0
0.22,32.9,8.04,43.89,12.95,19.64,4.06,27.95,0.13,23.9,12.71,34.44,6.98,10.01,0.04,34.91,0.3,28.49,3.5,34.96,2.72,17.45,0.0,-1.0,2.0,2.0,2.0,12.95,12.71,7.0,4.0,4.0,6.0,4.6955,4.6356,5.9133,2.72,8.2545,33.88,2.01,6.96,2.05,3.9928,7.8167,15.32,4.3993,9.72,0.23999999999999844,1.0,1.0,4.0
1.17,26.68,13.57,23.72,4.04,20.04,0.0,18.64,4.2,28.65,0.51,21.15,1.46,14.29,0.95,23.02,0.02,28.58,0.56,30.93,4.82,33.28,1.0,0.0,1.0,3.0,1.0,13.57,4.2,11.0,0.0,7.0,10.0,2.8455,3.781,2.28,0.56,10.7245,18.99,1.435,6.64,2.605,4.6116,4.922,4.93,4.685,8.885,9.370000000000001,0.0,0.0,0.0
0.68,29.9,0.99,17.73,1.11,23.86,4.77,32.53,0.94,21.78,3.58,16.99,7.51,15.44,1.06,26.13,11.33,28.01,4.2,22.84,6.97,36.81,0.0,1.0,1.0,3.0,1.0,11.33,3.58,10.0,1.0,5.0,8.0,3.9218,3.331,6.4167,4.77,7.4082,21.37,1.605,5.11,2.595,2.666,6.832,11.02,3.875,7.455,7.75,0.0,1.0,2.0
0.4,25.82,1.32,23.92,2.45,34.05,0.09,22.35,6.86,43.75,15.96,22.05,11.28,34.14,7.36,10.93,0.26,28.34,0.42,19.04,0.58,17.62,1.0,-2.0,4.0,2.0,3.0,15.96,11.28,7.0,4.0,6.0,6.0,4.2709,5.1437,5.5567,2.45,11.6891,32.82,0.4504,6.3,0.6025,4.5514,8.782,12.09,2.34,13.62,4.6800000000000015,1.0,1.0,2.0
6.62,14.68,12.03,19.3,4.61,23.78,4.09,19.65,0.82,21.65,1.04,24.62,4.82,29.6,7.64,36.62,0.92,30.13,0.93,18.96,14.56,30.81,0.0,-2.0,2.0,2.0,2.0,14.56,12.03,10.0,1.0,4.0,7.0,5.28,4.4408,6.36,4.82,9.28,21.94,1.7223,11.17,2.6375,3.6053,9.134,11.51,1.265,13.295,2.530000000000001,1.0,1.0,3.0
0.77,29.27,3.88,26.08,2.29,38.61,13.56,29.43,3.77,14.83,0.87,24.71,0.89,45.8,0.77,21.95,0.72,18.24,3.82,19.61,3.95,23.2,0.0,0.0,1.0,1.0,3.0,13.56,3.82,9.0,2.0,5.0,8.0,3.2082,3.5499,2.3167,0.89,10.3518,30.97,0.035,2.88,3.915,4.4794,4.866,9.82,4.87,8.69,9.74,0.0,0.0,0.0
0.77,24.05,0.22,32.09,3.53,28.48,3.61,24.51,2.4,20.36,0.43,28.7,5.75,32.98,0.23,36.46,14.54,24.06,8.57,18.27,6.65,37.05,1.0,0.0,3.0,1.0,3.0,14.54,5.75,10.0,1.0,4.0,7.0,4.2455,4.2213,5.8733,2.4,10.2945,18.78,1.3203,4.43,2.6367,4.0117,7.582,8.92,4.395,10.145,8.79,0.0,1.0,2.0
0.45,33.38,4.56,37.4,0.4,20.2,0.75,28.11,0.65,24.73,8.81,15.07,12.89,21.81,16.4,35.19,3.13,21.98,4.51,29.84,7.27,43.54,0.0,-2.0,3.0,2.0,3.0,16.4,12.89,8.0,3.0,4.0,6.0,5.4382,5.1571,6.88,4.56,10.9618,28.47,0.69,7.86,3.82,4.1898,9.986,13.38,1.755,14.645,3.509999999999998,1.0,1.0,3.0
12.09,29.12,1.16,26.82,1.24,23.23,1.39,33.26,4.97,24.91,4.72,33.37,1.73,44.22,1.16,29.74,4.8,29.02,1.15,35.48,1.29,8.98,2.0,1.0,3.0,1.0,3.0,12.09,4.97,9.0,2.0,6.0,8.0,3.2455,3.1975,1.51,1.29,8.8445,35.24,1.783,12.25,2.9775,4.3222,5.02,4.21,3.56,8.53,7.12,0.0,0.0,0.0
0.87,35.36,5.22,29.01,9.13,36.02,3.86,23.18,0.52,31.86,6.28,17.95,11.68,22.62,0.94,24.32,0.78,28.31,5.21,32.53,2.93,39.34,0.0,0.0,2.0,2.0,2.0,11.68,9.13,10.0,1.0,4.0,6.0,4.3109,3.5057,4.3567,2.93,7.3691,21.39,2.0153,8.21,3.79,3.2598,6.776,13.4,1.275,10.405,2.549999999999999,0.0,1.0,1.0
0.83,21.3,0.77,16.35,8.01,44.27,1.0,24.69,4.75,33.45,14.7,29.63,2.1,19.34,3.2,25.72,1.15,29.28,8.16,10.88,8.56,16.07,0.0,1.0,4.0,1.0,3.0,14.7,8.56,9.0,2.0,4.0,7.0,4.8391,4.2995,6.38,4.75,9.8609,33.39,1.0673,12.93,1.7067,3.8753,7.7133,18.75,4.4571,8.38,6.139999999999999,0.0,1.0,2.0
0.83,32.32,0.6,24.85,4.19,25.47,9.59,19.68,10.52,24.39,8.78,37.89,8.73,44.46,0.56,27.85,9.25,13.67,0.57,35.89,3.24,34.38,3.0,-2.0,4.0,2.0,3.0,10.52,9.25,8.0,3.0,4.0,6.0,5.1691,4.0151,9.59,9.59,5.3509,30.79,0.475,8.91,3.715,0.6547,9.374,30.79,0.7219,9.32,1.2699999999999996,0.0,0.0,5.0
0.68,24.77,0.55,32.01,4.18,26.72,14.62,32.54,6.96,16.84,1.11,39.08,0.41,28.24,0.72,20.84,0.6,21.79,5.18,22.94,4.11,30.19,5.0,0.0,1.0,1.0,3.0,14.62,5.18,10.0,1.0,6.0,7.0,3.5564,4.1264,4.035,1.11,11.0636,22.24,1.6148,9.35,3.0033,4.9007,6.9675,9.6,4.72,9.9,9.44,0.0,0.0,0.0
